first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
bafable,bafable,rs,,s,baf,,able,bafable,target,r,,2,f,s,basable,0
taisant,taisanc,rs,,s,tais,,ant,taisant,target,s,0.0,2,t,c,taisanc,1
reklemistique,reklemistique,prss,p,ss,klem,re,ist_ique,reklemistique,target,s,0.0,0,i,e,reklemestique,0
ernilémtna,ernirémtna,pprs,pp,s,lém,er_ni,tna,ernilémtna,control,r,,0,l,r,ernirémtna,1
erniédmoc,erniédmoc,pppr,ppp,,moc,er_ni_éd,,erniédmoc,control,r,,0,m,r,erniédroc,0
préreboitent,préreboitant,pprs,pp,s,boit,pré_re,ent,préreboitent,target,s,0.0,0,e,a,préreboitant,1
érpermoceria,érpermoceria,pprs,pp,s,moc,érp_er,eria,érpermoceria,control,r,,2,c,d,érpermoderia,0
ernirustiam,ernirustiam,pppr,ppp,,tiam,er_ni_rus,,ernirustiam,control,p,1.0,1,i,a,ernarustiam,0
érpédsiateria,érpudsiateria,pprs,pp,s,siat,érp_éd,eria,érpédsiateria,control,p,1.0,0,é,u,érpudsiateria,1
érpédtiobnoileemsi,érpédtiobnoiléemsi,pprsss,pp,sss,tiob,érp_éd,noi_le_emsi,érpédtiobnoileemsi,control,s,1.0,1,e,é,érpédtiobnoiléemsi,1
reinmièreur,reinmièreir,pprs,pp,s,mièr,re_in,eur,reinmièreur,target,s,0.0,1,u,i,reinmièreir,1
enbaf,enbas,pr,p,,baf,en,,enbaf,target,r,,2,f,s,enbas,1
reinsursanent,reinsursinent,ppprs,ppp,s,san,re_in_sur,ent,reinsursanent,target,r,,1,a,i,reinsursinent,1
redésan,rehésan,ppr,pp,,san,re_dé,,redésan,target,p,1.0,0,d,h,rehésan,1
ernirussurc,errirussurc,pppr,ppp,,surc,er_ni_rus,,ernirussurc,control,p,1.0,0,n,r,errirussurc,1
enprév,enprét,pr,p,,prév,en,,enprév,target,r,,3,v,t,enprét,1
erlis,ernis,pr,p,,lis,er,,erlis,control,r,,0,l,n,ernis,1
nirustôlbelbatnem,nirustôlbelbatnem,pprss,pp,ss,tôlb,ni_rus,elba_tnem,nirustôlbelbatnem,control,r,,1,ô,é,nirustélbelbatnem,0
erniédtreceuqitnem,erniédtreceuqitnem,ppprss,ppp,ss,trec,er_ni_éd,euqi_tnem,erniédtreceuqitnem,control,p,2.0,0,é,u,erniudtreceuqitnem,0
erniédcibeviéti,erniédciseviéti,ppprss,ppp,ss,cib,er_ni_éd,evi_éti,erniédcibeviéti,control,r,,2,b,s,erniédciseviéti,1
niretnitiob,niretnitiob,ppr,pp,,tiob,ni_retni,,niretnitiob,control,p,0.0,0,n,r,riretnitiob,0
léut,leut,r,,,léut,,,léut,control,r,,1,é,e,leut,1
erédmelk,erédmelk,ppr,pp,,melk,er_éd,,erédmelk,control,r,,3,k,t,erédmelt,0
indéjaunent,indéjaunent,pprs,pp,s,jaun,in_dé,ent,indéjaunent,target,r,,2,u,a,indéjaanent,0
moctnemeria,moctnemeria,rss,,ss,moc,,tnem_eria,moctnemeria,control,r,,0,m,n,noctnemeria,0
ernitiameuqitnem,ernitiameoqitnem,pprss,pp,ss,tiam,er_ni,euqi_tnem,ernitiameuqitnem,control,s,0.0,1,u,o,ernitiameoqitnem,1
érpnisuosléutnoiletnem,érpnisuosléupnoiletnem,ppprsss,ppp,sss,léut,érp_ni_suos,noi_le_tnem,érpnisuosléutnoiletnem,control,r,,3,t,p,érpnisuosléupnoiletnem,1
reindétartel,reindétartel,ppprs,ppp,s,tart,re_in_dé,el,reindétartel,target,p,0.0,1,e,u,ruindétartel,0
reinsursan,reinsursal,pppr,ppp,,san,re_in_sur,,reinsursan,target,r,,2,n,l,reinsursal,1
inbafablement,anbafablement,prss,p,ss,baf,in,able_ment,inbafablement,target,p,0.0,0,i,a,anbafablement,1
repoulionelité,lepoulionelité,prsss,p,sss,poul,re,ion_el_ité,repoulionelité,target,p,0.0,0,r,l,lepoulionelité,1
erédvérptna,enédvérptna,pprs,pp,s,vérp,er_éd,tna,erédvérptna,control,p,0.0,1,r,n,enédvérptna,1
redélansionelité,ledélansionelité,pprsss,pp,sss,lans,re_dé,ion_el_ité,redélansionelité,target,p,0.0,0,r,l,ledélansionelité,1
reinsurlakiveité,reinsurnakiveité,ppprss,ppp,ss,lak,re_in_sur,ive_ité,reinsurlakiveité,target,r,,0,l,n,reinsurnakiveité,1
ersurcrue,ersurcrue,prs,p,s,surc,er,rue,ersurcrue,control,s,0.0,1,u,a,ersurcrae,0
redépoulionelité,redépoolionelité,pprsss,pp,sss,poul,re_dé,ion_el_ité,redépoulionelité,target,r,,2,u,o,redépoolionelité,1
recomistique,recomistique,prss,p,ss,com,re,ist_ique,recomistique,target,r,,0,c,s,resomistique,0
reindésilanteliste,reindépilanteliste,ppprsss,ppp,sss,sil,re_in_dé,ant_el_iste,reindésilanteliste,target,r,,0,s,p,reindépilanteliste,1
remélion,remélion,prs,p,s,mél,re,ion,remélion,target,s,0.0,0,i,a,remélaon,0
cibtnem,cobtnem,rs,,s,cib,,tnem,cibtnem,control,r,,1,i,o,cobtnem,1
ernirusmoctnemeria,ernirusmoctnemeria,ppprss,ppp,ss,moc,er_ni_rus,tnem_eria,ernirusmoctnemeria,control,s,0.0,2,e,u,ernirusmoctnumeria,0
nerèim,nerèim,pr,p,,rèim,ne,,nerèim,control,p,0.0,0,n,m,merèim,0
léutnoileemsi,léutnoaleemsi,rsss,,sss,léut,,noi_le_emsi,léutnoileemsi,control,s,0.0,2,i,a,léutnoaleemsi,1
inpoul,irpoul,pr,p,,poul,in,,inpoul,target,p,0.0,1,n,r,irpoul,1
reindésanelité,leindésanelité,ppprss,ppp,ss,san,re_in_dé,el_ité,reindésanelité,target,p,0.0,0,r,l,leindésanelité,1
relakablement,reladablement,prss,p,ss,lak,re,able_ment,relakablement,target,r,,2,k,d,reladablement,1
erédkaltna,erédkaltla,pprs,pp,s,kal,er_éd,tna,erédkaltna,control,s,0.0,1,n,l,erédkaltla,1
rusmocnoi,rusmocnoi,prs,p,s,moc,rus,noi,rusmocnoi,control,r,,2,c,s,rusmosnoi,0
erniédvérp,erniédvérp,pppr,ppp,,vérp,er_ni_éd,,erniédvérp,control,p,0.0,0,e,a,arniédvérp,0
tronion,tronion,rs,,s,tron,,ion,tronion,target,r,,0,t,s,sronion,0
ernitroctna,ernisroctna,pprs,pp,s,troc,er_ni,tna,ernitroctna,control,r,,0,t,s,ernisroctna,1
reindémélmentaire,reindemélmentaire,ppprss,ppp,ss,mél,re_in_dé,ment_aire,reindémélmentaire,target,p,2.0,1,é,e,reindemélmentaire,1
préresilanteliste,sréresilanteliste,pprsss,pp,sss,sil,pré_re,ant_el_iste,préresilanteliste,target,p,0.0,0,p,s,sréresilanteliste,1
reindéprév,reindiprév,pppr,ppp,,prév,re_in_dé,,reindéprév,target,p,2.0,1,é,i,reindiprév,1
blôtionelisme,blôtionelisme,rsss,,sss,blôt,,ion_el_isme,blôtionelisme,target,s,1.0,0,e,é,blôtionélisme,0
ertiameuqitnem,ertiameuqitnem,prss,p,ss,tiam,er,euqi_tnem,ertiameuqitnem,control,p,0.0,0,e,é,értiameuqitnem,0
reprévionelisme,jeprévionelisme,prsss,p,sss,prév,re,ion_el_isme,reprévionelisme,target,p,0.0,0,r,j,jeprévionelisme,1
silionelité,silionelité,rsss,,sss,sil,,ion_el_ité,silionelité,target,s,0.0,2,n,j,siliojelité,0
préreinbaf,préreinbaf,pppr,ppp,,baf,pré_re_in,,préreinbaf,target,r,,1,a,e,préreinbef,0
tiamnoieria,tiamnoieria,rss,,ss,tiam,,noi_eria,tiamnoieria,control,r,,2,a,é,tiémnoieria,0
ernirustrecnoileéti,irnirustrecnoileéti,ppprsss,ppp,sss,trec,er_ni_rus,noi_le_éti,ernirustrecnoileéti,control,p,0.0,0,e,i,irnirustrecnoileéti,1
erédsiat,erédsiat,ppr,pp,,siat,er_éd,,erédsiat,control,r,,2,a,e,erédsiet,0
errèim,errèim,pr,p,,rèim,er,,errèim,control,r,,3,m,n,errèin,0
préreinpoulique,préreinpouleque,ppprs,ppp,s,poul,pré_re_in,ique,préreinpoulique,target,s,0.0,0,i,e,préreinpouleque,1
nelémtnem,nerémtnem,prs,p,s,lém,ne,tnem,nelémtnem,control,r,,0,l,r,nerémtnem,1
