first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
ernirusruobtnemeria,ernirusruobtnemeria,ppprss,ppp,ss,ruob,er_ni_rus,tnem_eria,ernirusruobtnemeria,control,p,0.0,1,r,m,emnirusruobtnemeria,0
érpernimoctne,érpernimoctne,ppprs,ppp,s,moc,érp_er_ni,tne,érpernimoctne,control,p,1.0,1,r,m,érpemnimoctne,0
norttne,nolttne,rs,,s,nort,,tne,norttne,control,r,,2,r,l,nolttne,1
erédrujnoileéti,erédrujloileéti,pprsss,pp,sss,ruj,er_éd,noi_le_éti,erédrujnoileéti,control,s,0.0,0,n,l,erédrujloileéti,1
sanionelment,sanionolment,rsss,,sss,san,,ion_el_ment,sanionelment,target,s,1.0,0,e,o,sanionolment,1
préreinfoiral,préreindoiral,ppprs,ppp,s,foir,pré_re_in,al,préreinfoiral,target,r,,0,f,d,préreindoiral,1
saniquement,saniquement,rss,,ss,san,,ique_ment,saniquement,target,s,1.0,3,t,s,saniquemens,0
ininterboitionelment,ininterboitionerment,pprsss,pp,sss,boit,in_inter,ion_el_ment,ininterboitionelment,target,s,1.0,1,l,r,ininterboitionerment,1
erléut,erléut,pr,p,,léut,er,,erléut,control,r,,1,é,u,erluut,0
tôlbtne,tôlbtne,rs,,s,tôlb,,tne,tôlbtne,control,s,0.0,1,n,r,tôlbtre,0
refoirionelisme,refoirionelisme,prsss,p,sss,foir,re,ion_el_isme,refoirionelisme,target,s,2.0,3,e,i,refoirionelismi,0
erniédnas,arniédnas,pppr,ppp,,nas,er_ni_éd,,erniédnas,control,p,0.0,0,e,a,arniédnas,1
redépouliveité,redépouliveité,pprss,pp,ss,poul,re_dé,ive_ité,redépouliveité,target,s,1.0,1,t,h,redépouliveihé,0
ernitiameviéti,ernitiameviéti,pprss,pp,ss,tiam,er_ni,evi_éti,ernitiameviéti,control,p,0.0,0,e,i,irnitiameviéti,0
ernimelk,ernimelk,ppr,pp,,melk,er_ni,,ernimelk,control,r,,0,m,n,erninelk,0
luoptneleetsi,luoptneleetsi,rsss,,sss,luop,,tne_le_etsi,luoptneleetsi,control,s,1.0,0,l,m,luoptnemeetsi,0
erédruobeviéti,erédruobeveéti,pprss,pp,ss,ruob,er_éd,evi_éti,erédruobeviéti,control,s,0.0,2,i,e,erédruobeveéti,1
erniédluopelbatnem,erniédluovelbatnem,ppprss,ppp,ss,luop,er_ni_éd,elba_tnem,erniédluopelbatnem,control,r,,3,p,v,erniédluovelbatnem,1
prédéreimionelité,prédéraimionelité,pprsss,pp,sss,reim,pré_dé,ion_el_ité,prédéreimionelité,target,r,,1,e,a,prédéraimionelité,1
reindireur,reindiraur,pprs,pp,s,dir,re_in,eur,reindireur,target,s,0.0,0,e,a,reindiraur,1
enboitelité,enboitelité,prss,p,ss,boit,en,el_ité,enboitelité,target,s,1.0,2,é,e,enboitelite,0
ensanionelment,ensanionelment,prsss,p,sss,san,en,ion_el_ment,ensanionelment,target,r,,2,n,l,ensalionelment,0
erédvérpelbatnem,erédvérpelbatlem,pprss,pp,ss,vérp,er_éd,elba_tnem,erédvérpelbatnem,control,s,1.0,1,n,l,erédvérpelbatlem,1
érperléutnoieria,érperléutnoieria,pprss,pp,ss,léut,érp_er,noi_eria,érperléutnoieria,control,p,1.0,1,r,l,érpelléutnoieria,0
erfabtnaleetsi,erfabtnaleetsi,prsss,p,sss,fab,er,tna_le_etsi,erfabtnaleetsi,control,r,,0,f,s,ersabtnaleetsi,0
sédnitiamnoile,sédnitiamnoile,pprss,pp,ss,tiam,séd_ni,noi_le,sédnitiamnoile,control,s,0.0,1,o,e,sédnitiamneile,0
reinsurklemelité,reimsurklemelité,ppprss,ppp,ss,klem,re_in_sur,el_ité,reinsurklemelité,target,p,1.0,1,n,m,reimsurklemelité,1
ernirusvérp,ernirusvérp,pppr,ppp,,vérp,er_ni_rus,,ernirusvérp,control,p,1.0,1,i,o,ernorusvérp,0
rediranteliste,rediranteliste,prsss,p,sss,dir,re,ant_el_iste,rediranteliste,target,s,1.0,0,e,a,redirantaliste,0
ertiam,ertiim,pr,p,,tiam,er,,ertiam,control,r,,2,a,i,ertiim,1
prérefoirif,prérefoirif,pprs,pp,s,foir,pré_re,if,prérefoirif,target,r,,0,f,t,préretoirif,0
prérejaunion,prérejaunion,pprs,pp,s,jaun,pré_re,ion,prérejaunion,target,s,0.0,0,i,é,prérejaunéon,0
ernirussiatnoiletnem,ernirussiatnoiletnem,ppprsss,ppp,sss,siat,er_ni_rus,noi_le_tnem,ernirussiatnoiletnem,control,r,,2,a,o,ernirussiotnoiletnem,0
erniruslifnoileemsi,ernirusrifnoileemsi,ppprsss,ppp,sss,lif,er_ni_rus,noi_le_emsi,erniruslifnoileemsi,control,r,,0,l,r,ernirusrifnoileemsi,1
prérecortanteliste,prérecortantoliste,pprsss,pp,sss,cort,pré_re,ant_el_iste,prérecortanteliste,target,s,1.0,0,e,o,prérecortantoliste,1
niruobnoileéti,niruobnoileéti,prsss,p,sss,ruob,ni,noi_le_éti,niruobnoileéti,control,p,0.0,0,n,m,miruobnoileéti,0
reindétartionaire,reindédartionaire,ppprss,ppp,ss,tart,re_in_dé,ion_aire,reindétartionaire,target,r,,0,t,d,reindédartionaire,1
sanment,sanment,rs,,s,san,,ment,sanment,target,s,0.0,0,m,n,sannent,0
retartique,retartiqae,prs,p,s,tart,re,ique,retartique,target,s,0.0,2,u,a,retartiqae,1
erédtôlbtnem,erédtôlbtnem,pprs,pp,s,tôlb,er_éd,tnem,erédtôlbtnem,control,p,1.0,1,d,b,erébtôlbtnem,0
reinsurdiot,reinsurdiit,pppr,ppp,,diot,re_in_sur,,reinsurdiot,target,r,,2,o,i,reinsurdiit,1
silionelité,silionemité,rsss,,sss,sil,,ion_el_ité,silionelité,target,s,1.0,1,l,m,silionemité,1
erniédriofnoile,erniédriofnoile,ppprss,ppp,ss,riof,er_ni_éd,noi_le,erniédriofnoile,control,s,0.0,0,n,m,erniédriofmoile,0
redécort,rûdécort,ppr,pp,,cort,re_dé,,redécort,target,p,0.0,1,e,û,rûdécort,1
érperridnoi,érperridnoi,pprs,pp,s,rid,érp_er,noi,érperridnoi,control,p,0.0,1,r,m,émperridnoi,0
ersurcnoieria,ersurcnoieria,prss,p,ss,surc,er,noi_eria,ersurcnoieria,control,r,,3,c,s,ersursnoieria,0
resilment,resilment,prs,p,s,sil,re,ment,resilment,target,s,0.0,2,n,l,resilmelt,0
prérejurion,prérejurion,pprs,pp,s,jur,pré_re,ion,prérejurion,target,s,0.0,2,n,l,prérejuriol,0
érpernisiat,érpernisiat,pppr,ppp,,siat,érp_er_ni,,érpernisiat,control,r,,2,a,o,érpernisiot,0
ruobnoi,ruobnoi,rs,,s,ruob,,noi,ruobnoi,control,r,,1,u,o,roobnoi,0
reindéfilionaire,reindéfilionaire,ppprss,ppp,ss,fil,re_in_dé,ion_aire,reindéfilionaire,target,s,0.0,1,o,e,reindéfilienaire,0
reinsurpréventeliste,riinsurpréventeliste,ppprsss,ppp,sss,prév,re_in_sur,ent_el_iste,reinsurpréventeliste,target,p,0.0,1,e,i,riinsurpréventeliste,1
redémélablement,redémélablement,pprss,pp,ss,mél,re_dé,able_ment,redémélablement,target,r,,2,l,r,redémérablement,0
ernicibtna,ernicidtna,pprs,pp,s,cib,er_ni,tna,ernicibtna,control,r,,2,b,d,ernicidtna,1
reindélakenteliste,reindélasenteliste,ppprsss,ppp,sss,lak,re_in_dé,ent_el_iste,reindélakenteliste,target,r,,2,k,s,reindélasenteliste,1
listneleetsi,lustneleetsi,rsss,,sss,lis,,tne_le_etsi,listneleetsi,control,r,,1,i,u,lustneleetsi,1
entuél,entuél,pr,p,,tuél,en,,entuél,target,r,,1,u,e,enteél,0
fabtnem,fubtnem,rs,,s,fab,,tnem,fabtnem,control,r,,1,a,u,fubtnem,1
redéblôtent,reséblôtent,pprs,pp,s,blôt,re_dé,ent,redéblôtent,target,p,1.0,0,d,s,reséblôtent,1
neriofnoi,neriofnoi,prs,p,s,riof,ne,noi,neriofnoi,control,r,,2,o,e,neriefnoi,0
reinbafionelisme,reinbasionelisme,pprsss,pp,sss,baf,re_in,ion_el_isme,reinbafionelisme,target,r,,2,f,s,reinbasionelisme,1
toidrue,toidrae,rs,,s,toid,,rue,toidrue,control,s,0.0,1,u,a,toidrae,1
reindécertmentaire,reindécertmentaire,ppprss,ppp,ss,cert,re_in_dé,ment_aire,reindécertmentaire,target,r,,2,r,n,reindécentmentaire,0
érpsédnicibeuqi,érpsédnicibeuqo,ppprs,ppp,s,cib,érp_séd_ni,euqi,érpsédnicibeuqi,control,s,0.0,3,i,o,érpsédnicibeuqo,1
érpernitoidrue,érpernitoidrue,ppprs,ppp,s,toid,érp_er_ni,rue,érpernitoidrue,control,r,,1,o,a,érpernitaidrue,0
erniédluopnoieria,erniédruopnoieria,ppprss,ppp,ss,luop,er_ni_éd,noi_eria,erniédluopnoieria,control,r,,0,l,r,erniédruopnoieria,1
ruobtne,ruobtle,rs,,s,ruob,,tne,ruobtne,control,s,0.0,1,n,l,ruobtle,1
niretnilif,niretnelif,ppr,pp,,lif,ni_retni,,niretnilif,control,p,1.0,4,i,e,niretnelif,1
érperridnoi,érperridnoi,pprs,pp,s,rid,érp_er,noi,érperridnoi,control,s,0.0,2,i,e,érperridnoe,0
siatnoileéti,siatnoileéti,rsss,,sss,siat,,noi_le_éti,siatnoileéti,control,s,1.0,0,l,n,siatnoineéti,0
reindéprévant,reindéprévant,ppprs,ppp,s,prév,re_in_dé,ant,reindéprévant,target,r,,3,v,c,reindéprécant,0
défil,défir,pr,p,,fil,dé,,défil,target,r,,2,l,r,défir,1
erniédcibeuqitnem,erniédcibeuqitnem,ppprss,ppp,ss,cib,er_ni_éd,euqi_tnem,erniédcibeuqitnem,control,r,,1,i,a,erniédcabeuqitnem,0
inlansionel,inlansionel,prss,p,ss,lans,in,ion_el,inlansionel,target,p,0.0,0,i,é,énlansionel,0
moctnemeria,moctnemelia,rss,,ss,moc,,tnem_eria,moctnemeria,control,s,1.0,1,r,l,moctnemelia,1
reblôt,reblôt,pr,p,,blôt,re,,reblôt,target,p,0.0,0,r,l,leblôt,0
reimique,reemique,rs,,s,reim,,ique,reimique,target,r,,2,i,e,reemique,1
surendiotionelment,sumendiotionelment,pprsss,pp,sss,diot,sur_en,ion_el_ment,surendiotionelment,target,p,0.0,2,r,m,sumendiotionelment,1
rusneluopnoiletnem,rusneluopnoiletnem,pprsss,pp,sss,luop,rus_ne,noi_le_tnem,rusneluopnoiletnem,control,r,,2,o,e,rusneluepnoiletnem,0
tartionel,tartionel,rss,,ss,tart,,ion_el,tartionel,target,s,0.0,0,i,a,tartaonel,0
erléuttnemeria,erléettnemeria,prss,p,ss,léut,er,tnem_eria,erléuttnemeria,control,r,,2,u,e,erléettnemeria,1
nifab,nifab,pr,p,,fab,ni,,nifab,control,p,0.0,0,n,m,mifab,0
rèimnoile,rèimnoile,rss,,ss,rèim,,noi_le,rèimnoile,control,r,,3,m,n,rèinnoile,0
érpernitôlbla,éjpernitôlbla,ppprs,ppp,s,tôlb,érp_er_ni,la,érpernitôlbla,control,p,0.0,1,r,j,éjpernitôlbla,1
relakelité,relakelité,prss,p,ss,lak,re,el_ité,relakelité,target,r,,0,l,m,remakelité,0
erléuttsieuqi,arléuttsieuqi,prss,p,ss,léut,er,tsi_euqi,erléuttsieuqi,control,p,0.0,0,e,a,arléuttsieuqi,1
bicent,bicent,rs,,s,bic,,ent,bicent,target,r,,2,c,q,biqent,0
ernitiobnoiletnem,ernitiobnoiletnem,pprsss,pp,sss,tiob,er_ni,noi_le_tnem,ernitiobnoiletnem,control,s,0.0,2,i,a,ernitiobnoaletnem,0
préreintaisiquement,préreintaisiquement,ppprss,ppp,ss,tais,pré_re_in,ique_ment,préreintaisiquement,target,s,0.0,3,e,u,préreintaisiquument,0
ernirusridnoileemsi,ernirusritnoileemsi,ppprsss,ppp,sss,rid,er_ni_rus,noi_le_emsi,ernirusridnoileemsi,control,r,,2,d,t,ernirusritnoileemsi,1
ermelktna,ermelktna,prs,p,s,melk,er,tna,ermelktna,control,p,0.0,0,e,a,armelktna,0
ernirusruj,erniruvruj,pppr,ppp,,ruj,er_ni_rus,,ernirusruj,control,p,2.0,2,s,v,erniruvruj,1
nort,nort,r,,,nort,,,nort,control,r,,1,o,e,nert,0
reimionaire,reemionaire,rss,,ss,reim,,ion_aire,reimionaire,target,r,,2,i,e,reemionaire,1
