first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
abracadabra,abracadabra,r,,abracadabra,,abracadabra,control,r,,2,r,l,ablacadabra,0,11
rhododendroy,rhododendron,r,,rhododendron,,rhododendron,control,r,,11,n,y,rhododendroy,3,12
ouhdistance,outdistance,pr_long,out,distance,,outdistance,target,p,0.0,2,t,h,ouhdistance,3,11
clandestone,clandestone,r,,clandestine,,clandestine,control,r,,8,i,o,clandestone,2,11
micreport,micreport,ppr,mis_re,port,,misreport,target,p,0.0,2,s,c,micreport,2,9
pronounci,pronounci,r,,pronounce,,pronounce,control,r,,8,e,i,pronounci,2,9
blasphemi,blasphemi,r,,blaspheme,,blaspheme,control,r,,8,e,i,blasphemi,2,9
depopulate,depopulate,prs_long,de,popul,ate,depopulate,target,r,,0,p,d,dedopulate,0,10
encylcopedia,encylcopedia,r,,encylcopedia,,encylcopedia,control,r,,10,i,e,encylcopedea,0,12
pedestrian,pedestrian,r,,pedestrian,,pedestrian,control,r,,8,a,i,pedestriin,0,10
ilmoral,immoral,pr,im,moral,,immoral,target,p,0.0,1,m,l,ilmoral,3,7
chemically,chemically,rsss,,chem,ic_al_ly,chemically,target,s,2.0,0,l,m,chemicalmy,0,10
reinsurance,reensurance,pprs,re_in,sur,ance,reinsurance,target,p,1.0,0,i,e,reensurance,1,11
artisticolly,artistically,rssss,,art,ist_ic_al_ly,artistically,target,s,2.0,0,a,o,artisticolly,3,12
dulicious,dulicious,rs,,delic,ious,delicious,target,r,,1,e,u,dulicious,2,9
artillery,irtillery,r,,artillery,,artillery,control,r,,0,a,i,irtillery,1,9
universally,universalmy,prs_long,uni,versal,ly,universally,target,s,0.0,0,l,m,universalmy,1,11
frankincense,frankincensa,r,,frankincense,,frankincense,control,r,,11,e,a,frankincensa,1,12
gayer,geyer,rs,,gay,er,gayer,target,r,,1,a,e,geyer,1,5
remistake,remistake,ppr,re_mis,take,,remistake,target,p,1.0,0,m,y,reyistake,0,9
discipwine,discipline,r,,discipline,,discipline,control,r,,6,l,w,discipwine,3,10
iractivate,inactivate,prss,in,act,iv_ate,inactivate,target,p,0.0,1,n,r,iractivate,3,10
discaurage,discaurage,pr_long,dis,courage,,discourage,target,r,,1,o,a,discaurage,2,10
irrelakable,irrelakable,pprs,ir_re,lik,able,irrelikable,target,r,,1,i,a,irrelakable,2,11
vicariously,vicariously,rs_long,,vicarious,ly,vicariously,target,r,,3,a,e,viceriously,0,11
deactivation,deactivation,prsss,de,act,iv_at_ion,deactivation,target,p,0.0,0,d,p,peactivation,0,12
acnormally,acnormally,prss,ab,norm,al_ly,abnormally,target,p,0.0,1,b,c,acnormally,2,10
chimpanzee,chirpanzee,r,,chimpanzee,,chimpanzee,control,r,,3,m,r,chirpanzee,1,10
avalanche,avalanche,r,,avalanche,,avalanche,control,r,,6,c,s,avalanshe,0,9
umlikely,unlikely,prs,un,like,ly,unlikely,target,p,0.0,1,n,m,umlikely,3,8
scepticism,scepticisr,rs_long,,sceptic,ism,scepticism,target,s,0.0,2,m,r,scepticisr,1,10
sagittarius,sagittarius,r,,sagittarius,,sagittarius,control,r,,4,t,c,sagictarius,0,11
hippopotamus,hippupotamus,r,,hippopotamus,,hippopotamus,control,r,,4,o,u,hippupotamus,1,12
account,account,r,,account,,account,control,r,,5,n,w,accouwt,0,7
fiftdly,fiftdly,rss,,fif,th_ly,fifthly,target,s,0.0,1,h,d,fiftdly,2,7
marshmallow,marshmallow,r,,marshmallow,,marshmallow,control,r,,0,m,r,rarshmallow,0,11
inactivation,inactivation,prsss,in,act,iv_at_ion,inactivation,target,r,,1,c,s,inastivation,0,12
understand,understand,r,,understand,,understand,control,r,,7,a,e,understend,0,10
trade,tyade,r,,trade,,trade,control,r,,1,r,y,tyade,1,5
catastrophe,catascrophe,r,,catastrophe,,catastrophe,control,r,,5,t,c,catascrophe,1,11
enclose,enclose,pr,en,close,,enclose,target,r,,1,l,y,encyose,0,7
caterpillar,caterpillar,r,,caterpillar,,caterpillar,control,r,,4,r,n,catenpillar,0,11
actuvational,activational,rssss,,act,iv_at_ion_al,activational,target,s,0.0,0,i,u,actuvational,3,12
nonracial,nonracial,prs,non,raci,al,nonracial,target,s,0.0,0,a,i,nonraciil,0,9
tomorrow,tomornow,r,,tomorrow,,tomorrow,control,r,,5,r,n,tomornow,1,8
hallelejah,hallelujah,r,,hallelujah,,hallelujah,control,r,,6,u,e,hallelejah,3,10
architact,architact,r,,architect,,architect,control,r,,6,e,a,architact,2,9
adhress,adhress,r,,address,,address,control,r,,2,d,h,adhress,2,7
satinically,satinically,rsss,,satir,ic_al_ly,satirically,target,r,,4,r,n,satinically,2,11
tunefully,vunefully,rss,,tune,ful_ly,tunefully,target,r,,0,t,v,vunefully,1,9
certain,certain,r,,certain,,certain,control,r,,6,n,l,certail,0,7
camouflage,comouflage,r,,camouflage,,camouflage,control,r,,1,a,o,comouflage,1,10
