first,second,morphemes,prefixes,root,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
chinchiyla,chinchilla,r,,chinchilla,,chinchilla,control,r,,7,l,y,chinchiyla,3,10
hoppopotamus,hippopotamus,r,,hippopotamus,,hippopotamus,control,r,,1,i,o,hoppopotamus,3,12
uniformly,unifirmly,prs,uni,form,ly,uniformly,target,r,,1,o,i,unifirmly,1,9
underline,underline,pr,under,line,,underline,target,p,0.0,4,r,n,undenline,0,9
satanifally,satanically,rsss,,satan,ic_al_ly,satanically,target,s,0.0,1,c,f,satanifally,3,11
shampoo,shimpoo,r,,shampoo,,shampoo,control,r,,2,a,i,shimpoo,1,7
irremovable,irromovable,pprs,ir_re,mov,able,irremovable,target,p,1.0,1,e,o,irromovable,1,11
geillotine,geillotine,r,,guillotine,,guillotine,control,r,,1,u,e,geillotine,2,10
sagistarius,sagistarius,r,,sagittarius,,sagittarius,control,r,,4,t,s,sagistarius,2,11
deactivation,deactivateon,prsss,de,act,iv_at_ion,deactivation,target,s,2.0,0,i,e,deactivateon,1,12
abnormality,abyormality,prss,ab,norm,al_ity,abnormality,target,r,,0,n,y,abyormality,1,11
eutperform,outperform,pr_long,out,perform,,outperform,target,p,0.0,0,o,e,eutperform,3,10
movahly,movahly,rss,,mov,abl_y,movably,target,s,0.0,1,b,h,movahly,2,7
principle,crinciple,r,,principle,,principle,control,r,,0,p,c,crinciple,1,9
irrilikable,irrilikable,pprs,ir_re,lik,able,irrelikable,target,p,1.0,1,e,i,irrilikable,2,11
remain,remain,r,,remain,,remain,control,r,,0,r,n,nemain,0,6
noncommitam,noncommitam,prs_long,non,commit,al,noncommital,target,s,0.0,1,l,m,noncommitam,2,11
reinforce,reenforce,ppr,re_in,force,,reinforce,target,p,1.0,0,i,e,reenforce,1,9
prestitute,prestitute,r,,prostitute,,prostitute,control,r,,2,o,e,prestitute,2,10
removey,remover,prs,re,mov,er,remover,target,s,0.0,1,r,y,removey,3,7
tollege,college,r,,college,,college,control,r,,0,c,t,tollege,3,7
restaurant,yestaurant,r,,restaurant,,restaurant,control,r,,0,r,y,yestaurant,1,10
rejuvenate,rojuvenate,prs_long,re,juven,ate,rejuvenate,target,p,0.0,1,e,o,rojuvenate,1,10
frankincense,frankincense,r,,frankincense,,frankincense,control,r,,8,e,a,frankincanse,0,12
artistically,amtistically,rssss,,art,ist_ic_al_ly,artistically,target,r,,1,r,m,amtistically,1,12
demonically,demonically,rsss,,demon,ic_al_ly,demonically,target,s,1.0,0,a,o,demonicolly,0,11
intellect,intullect,r,,intellect,,intellect,control,r,,3,e,u,intullect,1,9
inactivate,inactivate,prss,in,act,iv_ate,inactivate,target,s,1.0,2,e,o,inactivato,0,10
versutile,versutile,r,,versatile,,versatile,control,r,,4,a,u,versutile,2,9
clandestone,clandestine,r,,clandestine,,clandestine,control,r,,8,i,o,clandestone,3,11
csampaign,csampaign,r,,champaign,,champaign,control,r,,1,h,s,csampaign,2,9
activational,activational,rssss,,act,iv_at_ion_al,activational,target,s,1.0,0,a,o,activotional,0,12
marshmallow,narshmallow,r,,marshmallow,,marshmallow,control,r,,0,m,n,narshmallow,1,11
remisalitn,remisalitn,ppr,re_mis,align,,remisalign,target,r,,3,g,t,remisalitn,2,10
colleague,colleague,r,,colleague,,colleague,control,r,,7,u,a,colleagae,0,9
thatrical,thatrical,rs_long,,thatric,al,thatrical,target,s,0.0,1,l,y,thatricay,0,9
tisconnect,tisconnect,pr_long,dis,connect,,disconnect,target,p,0.0,0,d,t,tisconnect,2,10
sctrictey,sctrictey,rs,,sctrict,er,sctricter,target,s,0.0,1,r,y,sctrictey,2,9
camouflage,camoufloge,r,,camouflage,,camouflage,control,r,,7,a,o,camoufloge,1,10
anarchically,anarchically,prsss,an,arch,ic_al_ly,anarchically,target,p,0.0,0,a,i,inarchically,0,12
ablacadabra,ablacadabra,r,,abracadabra,,abracadabra,control,r,,2,r,l,ablacadabra,2,11
rhododendron,rhohodendron,r,,rhododendron,,rhododendron,control,r,,3,d,h,rhohodendron,1,12
scepticism,scipticism,rs_long,,sceptic,ism,scepticism,target,r,,2,e,i,scipticism,1,10
tountry,country,r,,country,,country,control,r,,0,c,t,tountry,3,7
hopeful,hepeful,rs,,hope,ful,hopeful,target,r,,1,o,e,hepeful,1,7
yeread,reread,pr,re,read,,reread,target,p,0.0,0,r,y,yeread,3,6
wimlfully,wimlfully,rss,,will,ful_ly,willfully,target,r,,2,l,m,wimlfully,2,9
rhinoceros,mhinoceros,r,,rhinoceros,,rhinoceros,control,r,,0,r,m,mhinoceros,1,10
catactrophe,catastrophe,r,,catastrophe,,catastrophe,control,r,,4,s,c,catactrophe,3,11
avalanchi,avalanche,r,,avalanche,,avalanche,control,r,,8,e,i,avalanchi,3,9
caterpillar,caterpellar,r,,caterpillar,,caterpillar,control,r,,6,i,e,caterpellar,1,11
encylcopedia,encyncopedia,r,,encylcopedia,,encylcopedia,control,r,,4,l,n,encyncopedia,1,12
