"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","file_id","fKeyMeansCorrect","ID","self_paced","masked","condition","responses","final_height_px","final_width_px","scale_factor","view_history","type","first","second","same_key","different_key","answer","gap_duration","second_stim_duration","post_trial_gap","first_stim_duration","mask_string","prompt","correct","response","encoding_time","prefixes","root","suffixes","word","target_type","error_to_which_morpheme","i_morpheme","i_within_morpheme","target_letter_before_error","letter_after_error","error_word","is_error","wordlength"
"31573.5","external-consent.html","external-html","0","31679","0.0-0.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14204.5","","survey-dropdown","1","45886","0.0-1.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","{""Q0"":""22"",""Q1"":""Ms""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","resize","2","67498","0.0-2.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","407","1.2059259259259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44393.90000000596","","instructions","3","111892","0.0-3.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","","","[{""page_index"":0,""viewing_time"":44393.20000000298}]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9602","","same-different-html","4","125005","0.0-4.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","","","","same-different-html","decra","debra","f","j","different","1000","2000","500","null","xxxxxxxx","null","false","70","1032.5999999940395","","","","","","","","","","","","",""
"4075.2999999970198","","same-different-html","5","133093","0.0-5.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","","","","same-different-html","boyàu","boyàu","f","j","same","1000","2000","500","null","xxxxxxxx","null","true","70","1289.800000011921","","boyau","","boyau","control","r","","3","a","à","boyàu","2","5"
"2005.8999999910593","","same-different-html","6","138488","0.0-6.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","","","","same-different-html","incorrect","incorrect","f","j","same","1000","2000","500","null","xxxxxxxx","null","true","70","1019.5","in","correct","","incorrect","target","r","","4","e","o","incorroct","0","9"
"12213.79999999702","","same-different-html","7","153822","0.0-7.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","","","","same-different-html","diaphragre","diaphragme","f","j","different","1000","2000","500","null","xxxxxxxx","null","false","70","1111.4000000059605","","diaphragme","","diaphragme","control","r","","8","m","r","diaphragre","3","10"
"1672.5999999940395","","same-different-html","8","160877","0.0-8.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","","","","same-different-html","abrahadabra","abrahadabra","f","j","same","1000","2000","500","null","xxxxxxxx","null","true","70","1982.7999999970198","","abracadabra","","abracadabra","control","r","","4","c","h","abrahadabra","2","11"
"1058.0999999940395","","same-different-html","9","166063","0.0-9.0","stimuli_french_real/30.csv","true","jwfsbqa0c4","true","true","french_real","","","","","","same-different-html","enivnant","enivnant","f","j","same","1000","2000","500","null","xxxxxxxx","null","true","70","1735.5999999940395","en","ivr","ant","enivrant","target","r","","2","r","n","enivnant","2","8"
