"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","file_id","fKeyMeansCorrect","ID","responses","final_height_px","final_width_px","scale_factor","view_history","type","first","second","same_key","different_key","answer","gap_duration","second_stim_duration","post_trial_gap","first_stim_duration","prompt","correct","response","encoding_time","condition","prefixes","root","suffixes","word","target_type","error_to_which_morpheme","i_morpheme","i_within_morpheme","target_letter_before_error","letter_after_error","error_word","is_error","wordlength"
"4125.899999976158","external-consent.html","external-html","0","4142","0.0-0.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9540.900000035763","","survey-dropdown","1","13685","0.0-1.0","stimuli/35.csv","false","5fhrmng0s0","{""Q0"":""23"",""Q1"":""Ms""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","resize","2","17885","0.0-2.0","stimuli/35.csv","false","5fhrmng0s0","","","411","1.2177777777777776","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2437.100000023842","","instructions","3","20323","0.0-3.0","stimuli/35.csv","false","5fhrmng0s0","","","","","[{""page_index"":0,""viewing_time"":2436.600000023842}]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"291.0999999642372","","same-different-html","4","22499","0.0-4.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","decra","debra","j","f","different","1000","2000","500","null","null","true","70","411.10000002384186","","","","","","","","","","","","","",""
"461","","same-different-html","5","25228","0.0-5.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","force","forci","j","f","different","1000","2000","500","null","null","true","70","433.89999997615814","r","","force","","force","control","r","","4","e","i","forci","1","5"
"540.8000000119209","","same-different-html","6","27946","0.0-6.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","removal","rimoval","j","f","different","1000","2000","500","null","null","true","70","400.19999998807907","prs","re","mov","al","removal","target","p","0.0","1","e","i","rimoval","1","7"
"664.3000000119209","","same-different-html","7","31151","0.0-7.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","rhinoceros","rhinoceroc","j","f","different","1000","2000","500","null","null","true","70","695.1000000238419","r","","rhinoceros","","rhinoceros","control","r","","9","s","c","rhinoceroc","1","10"
"443.2999999523163","","same-different-html","8","33990","0.0-8.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","illegal","illegal","j","f","same","1000","2000","500","null","null","true","74","429.5999999642372","pr","il","legal","","illegal","target","r","","4","l","r","illegar","0","7"
"519.6000000238419","","same-different-html","9","36957","0.0-9.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","graphically","graphically","j","f","same","1000","2000","500","null","null","true","74","564.3999999761581","rsss","","graph","ic_al_ly","graphically","target","r","","3","p","c","grachically","0","11"
"371.5","","same-different-html","10","39648","0.0-10.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","underground","undergroond","j","f","different","1000","2000","500","null","null","false","74","540.8000000119209","pr_long","under","ground","","underground","target","r","","3","u","o","undergroond","1","11"
"571.3999999761581","","same-different-html","11","42641","0.0-11.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","experience","experiance","j","f","different","1000","2000","500","null","null","true","70","464.80000001192093","r","","experience","","experience","control","r","","6","e","a","experiance","1","10"
"408.7999999523163","","same-different-html","12","45253","0.0-12.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","window","window","j","f","same","1000","2000","500","null","null","true","74","394.39999997615814","r","","window","","window","control","r","","1","i","u","wundow","0","6"
"633.0999999642372","","same-different-html","13","48184","0.0-13.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","disapporve","disapporve","j","f","same","1000","2000","500","null","null","true","74","473.89999997615814","pr_long","dis","apporve","","disapporve","target","r","","4","r","m","disappomve","0","10"
"516.0999999642372","","same-different-html","14","51010","0.0-14.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","yearly","yearry","j","f","different","1000","2000","500","null","null","true","70","421.19999998807907","rs","","year","ly","yearly","target","s","0.0","0","l","r","yearry","1","6"
"610.8000000119209","","same-different-html","15","54033","0.0-15.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","undisclose","undiscloge","j","f","different","1000","2000","500","null","null","true","70","416.7999999523163","ppr","un_dis","close","","undisclose","target","r","","3","s","g","undiscloge","1","10"
"510.30000001192093","","same-different-html","16","57282","0.0-16.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","catastrophe","catastrophe","j","f","same","1000","2000","500","null","null","true","74","618.5999999642372","r","","catastrophe","","catastrophe","control","r","","1","a","i","citastrophe","0","11"
"535.4000000357628","","same-different-html","17","72463","0.0-17.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","frankincense","frankincense","j","f","same","1000","2000","500","null","null","true","74","424.69999998807907","r","","frankincense","","frankincense","control","r","","2","a","o","fronkincense","0","12"
"640.5","","same-different-html","18","75433","0.0-18.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","abracadabra","abracadabra","j","f","same","1000","2000","500","null","null","true","74","447.39999997615814","r","","abracadabra","","abracadabra","control","r","","2","r","y","abyacadabra","0","11"
"557.1999999880791","","same-different-html","19","78468","0.0-19.0","stimuli/35.csv","false","5fhrmng0s0","","","","","","same-different-html","overstep","ovarstep","j","f","different","1000","2000","500","null","null","true","70","493.30000001192093","pr","over","step","","overstep","target","p","0.0","2","e","a","ovarstep","1","8"
