first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
snal,snal,r,,,snal,,,snal,control,r,,3,l,r,snar,0
ruobnoileemsi,ruobnoeleemsi,rsss,,sss,ruob,,noi_le_emsi,ruobnoileemsi,control,s,0.0,2,i,e,ruobnoeleemsi,1
reindécom,reindécom,pppr,ppp,,com,re_in_dé,,reindécom,target,r,,0,c,d,reindédom,0
érplifnoiletnem,érpnifnoiletnem,prsss,p,sss,lif,érp,noi_le_tnem,érplifnoiletnem,control,r,,0,l,n,érpnifnoiletnem,1
redécommentaire,redécommensaire,pprss,pp,ss,com,re_dé,ment_aire,redécommentaire,target,s,0.0,3,t,s,redécommensaire,1
erniruskalemsi,erniruskalemsi,ppprs,ppp,s,kal,er_ni_rus,emsi,erniruskalemsi,control,r,,0,k,d,ernirusdalemsi,0
érperluoplaéti,érperluoplaéti,pprss,pp,ss,luop,érp_er,la_éti,érperluoplaéti,control,p,0.0,1,r,n,énperluoplaéti,0
remièr,nemièr,pr,p,,mièr,re,,remièr,target,p,0.0,0,r,n,nemièr,1
erniédtoideuqitnem,érniédtoideuqitnem,ppprss,ppp,ss,toid,er_ni_éd,euqi_tnem,erniédtoideuqitnem,control,p,0.0,0,e,é,érniédtoideuqitnem,1
rebicenteliste,rebicentelisce,prsss,p,sss,bic,re,ent_el_iste,rebicenteliste,target,s,2.0,2,t,c,rebicentelisce,1
reindétaisionelisme,reindétaisionelisme,ppprsss,ppp,sss,tais,re_in_dé,ion_el_isme,reindétaisionelisme,target,r,,3,s,z,reindétaizionelisme,0
cibnoile,cibnoine,rss,,ss,cib,,noi_le,cibnoile,control,s,1.0,0,l,n,cibnoine,1
jurionelment,jurionolment,rsss,,sss,jur,,ion_el_ment,jurionelment,target,s,1.0,0,e,o,jurionolment,1
rebaf,rebaf,pr,p,,baf,re,,rebaf,target,r,,1,a,o,rebof,0
nirussiat,nirutsiat,ppr,pp,,siat,ni_rus,,nirussiat,control,p,1.0,2,s,t,nirutsiat,1
érpédsurctnemeria,élpédsurctnemeria,pprss,pp,ss,surc,érp_éd,tnem_eria,érpédsurctnemeria,control,p,0.0,1,r,l,élpédsurctnemeria,1
redécomionelment,redécomiolelment,pprsss,pp,sss,com,re_dé,ion_el_ment,redécomionelment,target,s,0.0,2,n,l,redécomiolelment,1
