first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
mocnoileéti,mocnoeleéti,rsss,,sss,moc,,noi_le_éti,mocnoileéti,control,s,0.0,2,i,e,mocnoeleéti,1
erniédlisnoileemsi,erneédlisnoileemsi,ppprsss,ppp,sss,lis,er_ni_éd,noi_le_emsi,erniédlisnoileemsi,control,p,1.0,1,i,e,erneédlisnoileemsi,1
insoulansionelment,insoulansionelmend,pprsss,pp,sss,lans,in_sou,ion_el_ment,insoulansionelment,target,s,2.0,3,t,d,insoulansionelmend,1
niléutnoiletnem,niléutnoiletnem,prsss,p,sss,léut,ni,noi_le_tnem,niléutnoiletnem,control,r,,3,t,d,niléudnoiletnem,0
erniédridnoileéti,erniédridnoileéti,ppprsss,ppp,sss,rid,er_ni_éd,noi_le_éti,erniédridnoileéti,control,r,,2,d,c,erniédricnoileéti,0
endiot,enhiot,pr,p,,diot,en,,endiot,target,r,,0,d,h,enhiot,1
reinsurjaun,reinserjaun,pppr,ppp,,jaun,re_in_sur,,reinsurjaun,target,p,2.0,1,u,e,reinserjaun,1
maitique,maitique,rs,,s,mait,,ique,maitique,target,r,,3,t,b,maibique,0
erédmiernoiletnem,erédmiernoinetnem,pprsss,pp,sss,mier,er_éd,noi_le_tnem,erédmiernoiletnem,control,s,1.0,0,l,n,erédmiernoinetnem,1
niretnirèimlaemsi,niretnirèimlaemsi,pprss,pp,ss,rèim,ni_retni,la_emsi,niretnirèimlaemsi,control,s,0.0,0,l,r,niretnirèimraemsi,0
ernirusnortnoileemsi,ernirusmortnoileemsi,ppprsss,ppp,sss,nort,er_ni_rus,noi_le_emsi,ernirusnortnoileemsi,control,r,,0,n,m,ernirusmortnoileemsi,1
érpermier,érpermier,ppr,pp,,mier,érp_er,,érpermier,control,r,,3,r,l,érpermiel,0
retronion,rutronion,prs,p,s,tron,re,ion,retronion,target,p,0.0,1,e,u,rutronion,1
prédécomanteliste,prédétomanteliste,pprsss,pp,sss,com,pré_dé,ant_el_iste,prédécomanteliste,target,r,,0,c,t,prédétomanteliste,1
nesiatnoiletnem,nesiatnoiletrem,prsss,p,sss,siat,ne,noi_le_tnem,nesiatnoiletnem,control,s,2.0,1,n,r,nesiatnoiletrem,1
ernaslaéti,ernaslaéti,prss,p,ss,nas,er,la_éti,ernaslaéti,control,p,0.0,1,r,y,eynaslaéti,0
rujnoi,rujnai,rs,,s,ruj,,noi,rujnoi,control,s,0.0,1,o,a,rujnai,1
ercibtneleetsi,ercebtneleetsi,prsss,p,sss,cib,er,tne_le_etsi,ercibtneleetsi,control,r,,1,i,e,ercebtneleetsi,1
bicelité,becelité,rss,,ss,bic,,el_ité,bicelité,target,r,,1,i,e,becelité,1
préreintronionelité,préreintronionelité,ppprsss,ppp,sss,tron,pré_re_in,ion_el_ité,préreintronionelité,target,s,1.0,0,e,i,préreintronionilité,0
reklemmentaire,reklammentaire,prss,p,ss,klem,re,ment_aire,reklemmentaire,target,r,,2,e,a,reklammentaire,1
reinsurlansel,reinsurlanpel,ppprs,ppp,s,lans,re_in_sur,el,reinsurlansel,target,r,,3,s,p,reinsurlanpel,1
érpertoidtne,érpertoidtne,pprs,pp,s,toid,érp_er,tne,érpertoidtne,control,s,0.0,0,t,d,érpertoiddne,0
erluopnoile,erluopnoili,prss,p,ss,luop,er,noi_le,erluopnoile,control,s,1.0,1,e,i,erluopnoili,1
érpsédnimier,érpsédnimier,pppr,ppp,,mier,érp_séd_ni,,érpsédnimier,control,p,0.0,0,é,e,erpsédnimier,0
erniédtôlbtneleetsi,erniédtôlbtneleetsi,ppprsss,ppp,sss,tôlb,er_ni_éd,tne_le_etsi,erniédtôlbtneleetsi,control,p,0.0,0,e,a,arniédtôlbtneleetsi,0
ernirusnuajtneleetsi,ernirusnuajtneleetsi,ppprsss,ppp,sss,nuaj,er_ni_rus,tne_le_etsi,ernirusnuajtneleetsi,control,s,1.0,0,l,r,ernirusnuajtnereetsi,0
fableéti,fableéte,rss,,ss,fab,,le_éti,fableéti,control,s,1.0,2,i,e,fableéte,1
prédésindiot,prédésindiet,pppr,ppp,,diot,pré_dés_in,,prédésindiot,target,r,,2,o,e,prédésindiet,1
reindétuélif,reindéquélif,ppprs,ppp,s,tuél,re_in_dé,if,reindétuélif,target,r,,0,t,q,reindéquélif,1
ervérpnoiletnem,ervérpnoiletnem,prsss,p,sss,vérp,er,noi_le_tnem,ervérpnoiletnem,control,s,0.0,2,i,a,ervérpnoaletnem,0
erédliftna,erédleftna,pprs,pp,s,lif,er_éd,tna,erédliftna,control,r,,1,i,e,erédleftna,1
tôlbemsi,sôlbemsi,rs,,s,tôlb,,emsi,tôlbemsi,control,r,,0,t,s,sôlbemsi,1
sédnimelknoile,sédmimelknoile,pprss,pp,ss,melk,séd_ni,noi_le,sédnimelknoile,control,p,1.0,0,n,m,sédmimelknoile,1
netôlbtnaleetsi,netôlbtnaleetsi,prsss,p,sss,tôlb,ne,tna_le_etsi,netôlbtnaleetsi,control,s,0.0,2,a,e,netôlbtneleetsi,0
ertrectnemeria,ertrectnameria,prss,p,ss,trec,er,tnem_eria,ertrectnemeria,control,s,0.0,2,e,a,ertrectnameria,1
prédésinjauniveité,prédésinjauniveité,ppprss,ppp,ss,jaun,pré_dés_in,ive_ité,prédésinjauniveité,target,s,1.0,2,é,e,prédésinjauniveite,0
reinklem,reinklem,ppr,pp,,klem,re_in,,reinklem,target,r,,0,k,t,reintlem,0
