first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
ininterbouristique,ininterbouristique,pprss,pp,ss,bour,in_inter,ist_ique,ininterbouristique,target,r,,2,u,é,ininterboéristique,0
érperninortrue,érperninontrue,ppprs,ppp,s,nort,érp_er_ni,rue,érperninortrue,control,r,,2,r,n,érperninontrue,1
préreintuél,préreintuél,pppr,ppp,,tuél,pré_re_in,,préreintuél,target,p,1.0,1,e,i,prériintuél,0
erniédrioftnem,erniédrioftnem,ppprs,ppp,s,riof,er_ni_éd,tnem,erniédrioftnem,control,r,,0,r,m,erniédmioftnem,0
édtroclaemsi,édtroclaemsi,prss,p,ss,troc,éd,la_emsi,édtroclaemsi,control,r,,3,c,t,édtrotlaemsi,0
erédlis,erédlus,ppr,pp,,lis,er_éd,,erédlis,control,r,,1,i,u,erédlus,1
reindirion,reintirion,pprs,pp,s,dir,re_in,ion,reindirion,target,r,,0,d,t,reintirion,1
préreinprévionelment,préreinvrévionelment,ppprsss,ppp,sss,prév,pré_re_in,ion_el_ment,préreinprévionelment,target,r,,0,p,v,préreinvrévionelment,1
érperrideuqitnem,érperrideuqitnem,pprss,pp,ss,rid,érp_er,euqi_tnem,érperrideuqitnem,control,s,1.0,3,m,l,érperrideuqitnel,0
reindécomionelité,reindecomionelité,ppprsss,ppp,sss,com,re_in_dé,ion_el_ité,reindécomionelité,target,p,2.0,1,é,e,reindecomionelité,1
klemionelité,klemionelité,rsss,,sss,klem,,ion_el_ité,klemionelité,target,s,2.0,1,t,s,klemionelisé,0
erniruobtnemeria,erniruobtnemeria,pprss,pp,ss,ruob,er_ni,tnem_eria,erniruobtnemeria,control,r,,1,u,e,ernireobtnemeria,0
kalnoiletnem,kalnoiletnem,rsss,,sss,kal,,noi_le_tnem,kalnoiletnem,control,r,,1,a,ô,kôlnoiletnem,0
erniédtôlb,erniédtôlb,pppr,ppp,,tôlb,er_ni_éd,,erniédtôlb,control,r,,1,ô,e,erniédtelb,0
inklemiquement,inklemiquement,prss,p,ss,klem,in,ique_ment,inklemiquement,target,p,0.0,1,n,r,irklemiquement,0
reinjurionaire,reinjurionaire,pprss,pp,ss,jur,re_in,ion_aire,reinjurionaire,target,s,0.0,1,o,e,reinjurienaire,0
érpernirèimtneleetsi,érpernerèimtneleetsi,ppprsss,ppp,sss,rèim,érp_er_ni,tne_le_etsi,érpernirèimtneleetsi,control,p,2.0,1,i,e,érpernerèimtneleetsi,1
erniédkal,erriédkal,pppr,ppp,,kal,er_ni_éd,,erniédkal,control,p,1.0,0,n,r,erriédkal,1
rujrue,rujrue,rs,,s,ruj,,rue,rujrue,control,s,0.0,0,r,l,rujlue,0
snalnoileéti,snalnoileéti,rsss,,sss,snal,,noi_le_éti,snalnoileéti,control,r,,3,l,m,snamnoileéti,0
liftnemeria,riftnemeria,rss,,ss,lif,,tnem_eria,liftnemeria,control,r,,0,l,r,riftnemeria,1
erkal,erkal,pr,p,,kal,er,,erkal,control,r,,1,a,o,erkol,0
reinsilenteliste,reinsirenteliste,pprsss,pp,sss,sil,re_in,ent_el_iste,reinsilenteliste,target,r,,2,l,r,reinsirenteliste,1
inprévionel,inprévionel,prss,p,ss,prév,in,ion_el,inprévionel,target,s,1.0,0,e,a,inprévional,0
préventeliste,tréventeliste,rsss,,sss,prév,,ent_el_iste,préventeliste,target,r,,0,p,t,tréventeliste,1
maitionelité,maitionelité,rsss,,sss,mait,,ion_el_ité,maitionelité,target,r,,2,i,é,maétionelité,0
ernortnoile,ernirtnoile,prss,p,ss,nort,er,noi_le,ernortnoile,control,r,,1,o,i,ernirtnoile,1
cortablement,cortaplement,rss,,ss,cort,,able_ment,cortablement,target,s,0.0,1,b,p,cortaplement,1
désinmièrion,désinmièrion,pprs,pp,s,mièr,dés_in,ion,désinmièrion,target,p,0.0,2,s,c,décinmièrion,0
reindélak,reindélad,pppr,ppp,,lak,re_in_dé,,reindélak,target,r,,2,k,d,reindélad,1
intuélenteliste,intuélenteliste,prsss,p,sss,tuél,in,ent_el_iste,intuélenteliste,target,r,,3,l,m,intuémenteliste,0
reprév,repmév,pr,p,,prév,re,,reprév,target,r,,1,r,m,repmév,1
klemment,klemment,rs,,s,klem,,ment,klemment,target,r,,1,l,r,kremment,0
prérebafant,prérebafant,pprs,pp,s,baf,pré_re,ant,prérebafant,target,r,,1,a,à,prérebàfant,0
siattnem,siattnem,rs,,s,siat,,tnem,siattnem,control,r,,0,s,h,hiattnem,0
reblôtaire,reblôtaire,prs,p,s,blôt,re,aire,reblôtaire,target,p,0.0,1,e,é,réblôtaire,0
érpertoid,érpertéid,ppr,pp,,toid,érp_er,,érpertoid,control,r,,1,o,é,érpertéid,1
érperruj,érperruj,ppr,pp,,ruj,érp_er,,érperruj,control,p,0.0,0,é,o,orperruj,0
inmait,inmait,pr,p,,mait,in,,inmait,target,r,,0,m,l,inlait,0
reindédirent,reinvédirent,ppprs,ppp,s,dir,re_in_dé,ent,reindédirent,target,p,2.0,0,d,v,reinvédirent,1
préreindiranteliste,préreindiranteliste,ppprsss,ppp,sss,dir,pré_re_in,ant_el_iste,préreindiranteliste,target,r,,2,r,m,préreindimanteliste,0
reindéklemal,reinséklemal,ppprs,ppp,s,klem,re_in_dé,al,reindéklemal,target,p,2.0,0,d,s,reinséklemal,1
ernirusmoclaéti,ernirusmoclaéti,ppprss,ppp,ss,moc,er_ni_rus,la_éti,ernirusmoclaéti,control,p,0.0,1,r,m,emnirusmoclaéti,0
reindéfoir,leindéfoir,pppr,ppp,,foir,re_in_dé,,reindéfoir,target,p,0.0,0,r,l,leindéfoir,1
erniédtoidtneleetsi,erneédtoidtneleetsi,ppprsss,ppp,sss,toid,er_ni_éd,tne_le_etsi,erniédtoidtneleetsi,control,p,1.0,1,i,e,erneédtoidtneleetsi,1
ernirusmiertnem,erninusmiertnem,ppprs,ppp,s,mier,er_ni_rus,tnem,ernirusmiertnem,control,p,2.0,0,r,n,erninusmiertnem,1
soussan,soussan,pr,p,,san,sous,,soussan,target,p,0.0,0,s,h,houssan,0
désinmièr,désinmièr,ppr,pp,,mièr,dés_in,,désinmièr,target,p,0.0,2,s,c,décinmièr,0
rebourionaire,refourionaire,prss,p,ss,bour,re,ion_aire,rebourionaire,target,r,,0,b,f,refourionaire,1
sanment,panment,rs,,s,san,,ment,sanment,target,r,,0,s,p,panment,1
miernoileemsi,moernoileemsi,rsss,,sss,mier,,noi_le_emsi,miernoileemsi,control,r,,1,i,o,moernoileemsi,1
tronment,tronment,rs,,s,tron,,ment,tronment,target,r,,1,r,n,tnonment,0
désintuélionelisme,désentuélionelisme,pprsss,pp,sss,tuél,dés_in,ion_el_isme,désintuélionelisme,target,p,1.0,0,i,e,désentuélionelisme,1
klemionelment,klemionelment,rsss,,sss,klem,,ion_el_ment,klemionelment,target,r,,2,e,œ,klœmionelment,0
sédnisnalnoiletnem,sédnusnalnoiletnem,pprsss,pp,sss,snal,séd_ni,noi_le_tnem,sédnisnalnoiletnem,control,p,1.0,1,i,u,sédnusnalnoiletnem,1
comel,comel,rs,,s,com,,el,comel,target,s,0.0,0,e,a,comal,0
neriof,neriof,pr,p,,riof,ne,,neriof,control,r,,3,f,v,neriov,0
bicionelisme,bicionelisme,rsss,,sss,bic,,ion_el_isme,bicionelisme,target,r,,0,b,s,sicionelisme,0
resaniquement,jesaniquement,prss,p,ss,san,re,ique_ment,resaniquement,target,p,0.0,0,r,j,jesaniquement,1
bafanteliste,bafanteliste,rsss,,sss,baf,,ant_el_iste,bafanteliste,target,s,1.0,1,l,n,bafanteniste,0
silable,siluble,rs,,s,sil,,able,silable,target,s,0.0,0,a,u,siluble,1
erruobnoile,erruobroile,prss,p,ss,ruob,er,noi_le,erruobnoile,control,s,0.0,0,n,r,erruobroile,1
resil,resal,pr,p,,sil,re,,resil,target,r,,1,i,a,resal,1
erniédmelknoiletnem,erniédmelbnoiletnem,ppprsss,ppp,sss,melk,er_ni_éd,noi_le_tnem,erniédmelknoiletnem,control,r,,3,k,b,erniédmelbnoiletnem,1
reindésanionelment,reindosanionelment,ppprsss,ppp,sss,san,re_in_dé,ion_el_ment,reindésanionelment,target,p,2.0,1,é,o,reindosanionelment,1
érpsédnitiob,érpsédnitiab,pppr,ppp,,tiob,érp_séd_ni,,érpsédnitiob,control,r,,2,o,a,érpsédnitiab,1
erédsiatnoiletnem,erédsiatnoiletnem,pprsss,pp,sss,siat,er_éd,noi_le_tnem,erédsiatnoiletnem,control,s,0.0,1,o,a,erédsiatnailetnem,0
klemionelisme,klemionelisme,rsss,,sss,klem,,ion_el_isme,klemionelisme,target,s,2.0,3,e,u,klemionelismu,0
