first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
encertionelment,encertienelment,prsss,p,sss,cert,en,ion_el_ment,encertionelment,target,s,0.0,1,o,e,encertienelment,1
erédtoidle,erédtoidli,pprs,pp,s,toid,er_éd,le,erédtoidle,control,s,0.0,1,e,i,erédtoidli,1
dir,dir,r,,,dir,,,dir,target,r,,2,r,n,din,0
insurklemionelisme,insurklemionelisme,pprsss,pp,sss,klem,in_sur,ion_el_isme,insurklemionelisme,target,s,2.0,1,s,b,insurklemionelibme,0
retaision,retaision,prs,p,s,tais,re,ion,retaision,target,p,0.0,0,r,l,letaision,0
érpnisuosnuajeuqitnem,érpnisuosnuareuqitnem,ppprss,ppp,ss,nuaj,érp_ni_suos,euqi_tnem,érpnisuosnuajeuqitnem,control,r,,3,j,r,érpnisuosnuareuqitnem,1
reinsurcert,reinsurcert,pppr,ppp,,cert,re_in_sur,,reinsurcert,target,p,2.0,1,u,e,reinsercert,0
reindécomenteliste,reindécomenteliste,ppprsss,ppp,sss,com,re_in_dé,ent_el_iste,reindécomenteliste,target,p,0.0,0,r,n,neindécomenteliste,0
erruob,erruob,pr,p,,ruob,er,,erruob,control,p,0.0,1,r,l,elruob,0
liftnaleetsi,liftnareetsi,rsss,,sss,lif,,tna_le_etsi,liftnaleetsi,control,s,1.0,0,l,r,liftnareetsi,1
sousfilité,cousfilité,prs,p,s,fil,sous,ité,sousfilité,target,p,0.0,0,s,c,cousfilité,1
diotent,diotent,rs,,s,diot,,ent,diotent,target,r,,3,t,s,diosent,0
prédésincert,prédédincert,pppr,ppp,,cert,pré_dés_in,,prédésincert,target,p,1.0,2,s,d,prédédincert,1
moc,moc,r,,,moc,,,moc,control,r,,2,c,s,mos,0
ermelk,errelk,pr,p,,melk,er,,ermelk,control,r,,0,m,r,errelk,1
reindéblôtionelment,reindéblôtionelment,ppprsss,ppp,sss,blôt,re_in_dé,ion_el_ment,reindéblôtionelment,target,s,1.0,1,l,n,reindéblôtionenment,0
surendirif,surendirif,pprs,pp,s,dir,sur_en,if,surendirif,target,r,,2,r,n,surendinif,0
reinjaunionaire,reinjainionaire,pprss,pp,ss,jaun,re_in,ion_aire,reinjaunionaire,target,r,,2,u,i,reinjainionaire,1
insurtuél,insurxuél,ppr,pp,,tuél,in_sur,,insurtuél,target,r,,0,t,x,insurxuél,1
reindétais,reinsétais,pppr,ppp,,tais,re_in_dé,,reindétais,target,p,2.0,0,d,s,reinsétais,1
édmocrue,édmocrue,prs,p,s,moc,éd,rue,édmocrue,control,r,,1,o,e,édmecrue,0
ersurcnoiletnem,ersurcnailetnem,prsss,p,sss,surc,er,noi_le_tnem,ersurcnoiletnem,control,s,0.0,1,o,a,ersurcnailetnem,1
reinmaitment,reinmaitment,pprs,pp,s,mait,re_in,ment,reinmaitment,target,p,0.0,0,r,l,leinmaitment,0
fabla,fabla,rs,,s,fab,,la,fabla,control,s,0.0,1,a,e,fable,0
toidnoiletnem,toidnoiletnem,rsss,,sss,toid,,noi_le_tnem,toidnoiletnem,control,r,,3,d,c,toicnoiletnem,0
reindésan,reindésaj,pppr,ppp,,san,re_in_dé,,reindésan,target,r,,2,n,j,reindésaj,1
certalité,certalité,rss,,ss,cert,,al_ité,certalité,target,r,,3,t,v,cervalité,0
miertnaleetsi,miartnaleetsi,rsss,,sss,mier,,tna_le_etsi,miertnaleetsi,control,r,,2,e,a,miartnaleetsi,1
erniriofleéti,erniriofloéti,pprss,pp,ss,riof,er_ni,le_éti,erniriofleéti,control,s,0.0,1,e,o,erniriofloéti,1
cibnoileéti,cibnoileéti,rsss,,sss,cib,,noi_le_éti,cibnoileéti,control,s,2.0,2,i,o,cibnoileéto,0
reindéfoir,reindéfoil,pppr,ppp,,foir,re_in_dé,,reindéfoir,target,r,,3,r,l,reindéfoil,1
rusnenasnoieria,rusnenasnoieria,pprss,pp,ss,nas,rus_ne,noi_eria,rusnenasnoieria,control,p,1.0,0,n,m,rusmenasnoieria,0
ernirujtnem,ernirujtrem,pprs,pp,s,ruj,er_ni,tnem,ernirujtnem,control,s,0.0,1,n,r,ernirujtrem,1
erriofnoiletnem,erriofnoaletnem,prsss,p,sss,riof,er,noi_le_tnem,erriofnoiletnem,control,s,0.0,2,i,a,erriofnoaletnem,1
crus,cros,r,,,crus,,,crus,target,r,,2,u,o,cros,1
indémièriveité,indémièriveivé,pprss,pp,ss,mièr,in_dé,ive_ité,indémièriveité,target,s,1.0,1,t,v,indémièriveivé,1
inblôtionelité,inblôtionelisé,prsss,p,sss,blôt,in,ion_el_ité,inblôtionelité,target,s,2.0,1,t,s,inblôtionelisé,1
boitenteliste,boetenteliste,rsss,,sss,boit,,ent_el_iste,boitenteliste,target,r,,2,i,e,boetenteliste,1
erédridnoileemsi,erédrudnoileemsi,pprsss,pp,sss,rid,er_éd,noi_le_emsi,erédridnoileemsi,control,r,,1,i,u,erédrudnoileemsi,1
insurpoul,insurpoul,ppr,pp,,poul,in_sur,,insurpoul,target,r,,2,u,a,insurpoal,0
troctneleetsi,trocbneleetsi,rsss,,sss,troc,,tne_le_etsi,troctneleetsi,control,s,0.0,0,t,b,trocbneleetsi,1
recortionelment,recortionalment,prsss,p,sss,cort,re,ion_el_ment,recortionelment,target,s,1.0,0,e,a,recortionalment,1
erniédciblaéti,erniédciblaéti,ppprss,ppp,ss,cib,er_ni_éd,la_éti,erniédciblaéti,control,r,,1,i,e,erniédceblaéti,0
reinsurlansenteliste,reinsurlansinteliste,ppprsss,ppp,sss,lans,re_in_sur,ent_el_iste,reinsurlansenteliste,target,s,0.0,0,e,i,reinsurlansinteliste,1
ininterjur,ininterjur,ppr,pp,,jur,in_inter,,ininterjur,target,p,1.0,4,r,n,inintenjur,0
netôlbtnem,netôlbhnem,prs,p,s,tôlb,ne,tnem,netôlbtnem,control,s,0.0,0,t,h,netôlbhnem,1
nyssiatxue,nyssiatxue,prs,p,s,siat,nys,xue,nyssiatxue,control,s,0.0,0,x,t,nyssiattue,0
erédrèimeuqitnem,erédrèimeuqitnem,pprss,pp,ss,rèim,er_éd,euqi_tnem,erédrèimeuqitnem,control,r,,3,m,l,erédrèileuqitnem,0
relansionelment,relansionenment,prsss,p,sss,lans,re,ion_el_ment,relansionelment,target,s,1.0,1,l,n,relansionenment,1
niédmiertneleetsi,niédmientneleetsi,pprsss,pp,sss,mier,ni_éd,tne_le_etsi,niédmiertneleetsi,control,r,,3,r,n,niédmientneleetsi,1
préreincortionel,préreincortionel,ppprss,ppp,ss,cort,pré_re_in,ion_el,préreincortionel,target,s,0.0,0,i,e,préreincorteonel,0
érperniriofnoiletnem,érterniriofnoiletnem,ppprsss,ppp,sss,riof,érp_er_ni,noi_le_tnem,érperniriofnoiletnem,control,p,0.0,2,p,t,érterniriofnoiletnem,1
érpernitroctne,érpernitroctne,ppprs,ppp,s,troc,érp_er_ni,tne,érpernitroctne,control,r,,1,r,n,érpernitnoctne,0
désincomalité,désincomalité,pprss,pp,ss,com,dés_in,al_ité,désincomalité,target,s,1.0,2,é,e,désincomalite,0
enlansel,enlansel,prs,p,s,lans,en,el,enlansel,target,s,0.0,0,e,o,enlansol,0
rèimnoieria,rèimnoieria,rss,,ss,rèim,,noi_eria,rèimnoieria,control,r,,0,r,l,lèimnoieria,0
préreincort,préreincors,pppr,ppp,,cort,pré_re_in,,préreincort,target,r,,3,t,s,préreincors,1
insurlansanteliste,insurlamsanteliste,pprsss,pp,sss,lans,in_sur,ant_el_iste,insurlansanteliste,target,r,,2,n,m,insurlamsanteliste,1
détuélique,détuélique,prs,p,s,tuél,dé,ique,détuélique,target,p,0.0,0,d,c,cétuélique,0
ernilifnoieria,ernilifnoielia,pprss,pp,ss,lif,er_ni,noi_eria,ernilifnoieria,control,s,1.0,1,r,l,ernilifnoielia,1
erninastnaleetsi,erninastnaleetsi,pprsss,pp,sss,nas,er_ni,tna_le_etsi,erninastnaleetsi,control,p,1.0,1,i,e,ernenastnaleetsi,0
préinsousjaunenteliste,préinsousjaunenteliste,ppprsss,ppp,sss,jaun,pré_in_sous,ent_el_iste,préinsousjaunenteliste,target,r,,3,n,j,préinsousjaujenteliste,0
erniédtôlb,erniédtôlb,pppr,ppp,,tôlb,er_ni_éd,,erniédtôlb,control,r,,1,ô,a,erniédtalb,0
erfabtnem,erfabtnem,prs,p,s,fab,er,tnem,erfabtnem,control,s,0.0,2,e,u,erfabtnum,0
ernirusrèim,ernirusrèém,pppr,ppp,,rèim,er_ni_rus,,ernirusrèim,control,r,,2,i,é,ernirusrèém,1
reinprév,reinprév,ppr,pp,,prév,re_in,,reinprév,target,r,,3,v,d,reinpréd,0
niédrideria,niédrideria,pprs,pp,s,rid,ni_éd,eria,niédrideria,control,s,0.0,0,e,a,niédridaria,0
lanselité,lanselité,rss,,ss,lans,,el_ité,lanselité,target,r,,3,s,x,lanxelité,0
erniédtiamnoileemsi,erniédtiamnoileemsi,ppprsss,ppp,sss,tiam,er_ni_éd,noi_le_emsi,erniédtiamnoileemsi,control,r,,3,m,r,erniédtiarnoileemsi,0
érpernilistnemeria,érpernilistnemeria,ppprss,ppp,ss,lis,érp_er_ni,tnem_eria,érpernilistnemeria,control,r,,1,i,o,érpernilostnemeria,0
préretaisaire,préretaisaire,pprs,pp,s,tais,pré_re,aire,préretaisaire,target,s,0.0,0,a,u,préretaisuire,0
déklemablement,déklemablement,prss,p,ss,klem,dé,able_ment,déklemablement,target,s,0.0,0,a,e,déklemeblement,0
désinblôtenteliste,désinblôténteliste,pprsss,pp,sss,blôt,dés_in,ent_el_iste,désinblôtenteliste,target,s,0.0,0,e,é,désinblôténteliste,1
ernas,erlas,pr,p,,nas,er,,ernas,control,r,,0,n,l,erlas,1
miertsieuqi,miertsieuqa,rss,,ss,mier,,tsi_euqi,miertsieuqi,control,s,1.0,3,i,a,miertsieuqa,1
préreintaisiquement,préreinpaisiquement,ppprss,ppp,ss,tais,pré_re_in,ique_ment,préreintaisiquement,target,r,,0,t,p,préreinpaisiquement,1
insoupoulent,insousoulent,pprs,pp,s,poul,in_sou,ent,insoupoulent,target,r,,0,p,s,insousoulent,1
érprèimleéti,érprèimleéti,prss,p,ss,rèim,érp,le_éti,érprèimleéti,control,r,,2,i,a,érprèamleéti,0
diotanteliste,diodanteliste,rsss,,sss,diot,,ant_el_iste,diotanteliste,target,r,,3,t,d,diodanteliste,1
redécomiquement,redécemiquement,pprss,pp,ss,com,re_dé,ique_ment,redécomiquement,target,r,,1,o,e,redécemiquement,1
endiotment,indiotment,prs,p,s,diot,en,ment,endiotment,target,p,0.0,0,e,i,indiotment,1
relansionelité,relansionelité,prsss,p,sss,lans,re,ion_el_ité,relansionelité,target,r,,0,l,r,reransionelité,0
erniédliftne,erniédluftne,ppprs,ppp,s,lif,er_ni_éd,tne,erniédliftne,control,r,,1,i,u,erniédluftne,1
ertroclaéti,ertroclaéti,prss,p,ss,troc,er,la_éti,ertroclaéti,control,r,,0,t,h,erhroclaéti,0
direlité,direlité,rss,,ss,dir,,el_ité,direlité,target,r,,2,r,n,dinelité,0
ernirustôlbnoile,erniruhtôlbnoile,ppprss,ppp,ss,tôlb,er_ni_rus,noi_le,ernirustôlbnoile,control,p,2.0,2,s,h,erniruhtôlbnoile,1
érpnisuosruob,érpnisuosjuob,pppr,ppp,,ruob,érp_ni_suos,,érpnisuosruob,control,r,,0,r,j,érpnisuosjuob,1
erniédkaltne,erniédkaltne,ppprs,ppp,s,kal,er_ni_éd,tne,erniédkaltne,control,p,2.0,0,é,e,erniedkaltne,0
redéboitionel,reséboitionel,pprss,pp,ss,boit,re_dé,ion_el,redéboitionel,target,p,1.0,0,d,s,reséboitionel,1
lislaéti,nislaéti,rss,,ss,lis,,la_éti,lislaéti,control,r,,0,l,n,nislaéti,1
