first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
érpertiob,érpertiob,ppr,pp,,tiob,érp_er,,érpertiob,control,r,,0,t,c,érperciob,0
retniliftnemeria,retniliftnemeraa,prss,p,ss,lif,retni,tnem_eria,retniliftnemeria,control,s,1.0,2,i,a,retniliftnemeraa,1
relansalité,melansalité,prss,p,ss,lans,re,al_ité,relansalité,target,p,0.0,0,r,m,melansalité,1
ernirusridéti,ernirusridéti,ppprs,ppp,s,rid,er_ni_rus,éti,ernirusridéti,control,s,0.0,1,t,s,ernirusridési,0
tartion,tartiin,rs,,s,tart,,ion,tartion,target,s,0.0,1,o,i,tartiin,1
reindéjurablement,reildéjurablement,ppprss,ppp,ss,jur,re_in_dé,able_ment,reindéjurablement,target,p,1.0,1,n,l,reildéjurablement,1
klemionel,klemiénel,rss,,ss,klem,,ion_el,klemionel,target,s,0.0,1,o,é,klemiénel,1
reincortion,reincortion,pprs,pp,s,cort,re_in,ion,reincortion,target,s,0.0,2,n,l,reincortiol,0
incrus,incrus,pr,p,,crus,in,,incrus,target,r,,0,c,p,inprus,0
édtiamnoi,édtiamnoi,prs,p,s,tiam,éd,noi,édtiamnoi,control,p,0.0,0,é,e,edtiamnoi,0
crusionelment,crusionelment,rsss,,sss,crus,,ion_el_ment,crusionelment,target,r,,2,u,é,crésionelment,0
redétais,redétais,ppr,pp,,tais,re_dé,,redétais,target,p,1.0,1,é,e,redetais,0
netoidfi,netoidfi,prs,p,s,toid,ne,fi,netoidfi,control,r,,3,d,p,netoipfi,0
reklem,rekler,pr,p,,klem,re,,reklem,target,r,,3,m,r,rekler,1
lémtneleetsi,lémtnaleetsi,rsss,,sss,lém,,tne_le_etsi,lémtneleetsi,control,s,0.0,2,e,a,lémtnaleetsi,1
bourité,bouricé,rs,,s,bour,,ité,bourité,target,s,0.0,1,t,c,bouricé,1
erniédrujtneleetsi,erniédrujtneleetsi,ppprsss,ppp,sss,ruj,er_ni_éd,tne_le_etsi,erniédrujtneleetsi,control,s,0.0,2,e,o,erniédrujtnoleetsi,0
préreinboit,préreinbiit,pppr,ppp,,boit,pré_re_in,,préreinboit,target,r,,1,o,i,préreinbiit,1
érperliftnem,érperloftnem,pprs,pp,s,lif,érp_er,tnem,érperliftnem,control,r,,1,i,o,érperloftnem,1
nortleéti,lortleéti,rss,,ss,nort,,le_éti,nortleéti,control,r,,0,n,l,lortleéti,1
édvérpnoileéti,édvérpnoileéti,prsss,p,sss,vérp,éd,noi_le_éti,édvérpnoileéti,control,s,2.0,2,i,e,édvérpnoileéte,0
érpersurclaemsi,érpersorclaemsi,pprss,pp,ss,surc,érp_er,la_emsi,érpersurclaemsi,control,r,,1,u,o,érpersorclaemsi,1
reinsurcertanteliste,reinsurcertanteliste,ppprsss,ppp,sss,cert,re_in_sur,ant_el_iste,reinsurcertanteliste,target,s,0.0,2,t,f,reinsurcertanfeliste,0
niédnorttneleetsi,niédnorttneleetsi,pprsss,pp,sss,nort,ni_éd,tne_le_etsi,niédnorttneleetsi,control,p,0.0,0,n,r,riédnorttneleetsi,0
surpoulment,surpoulmint,prs,p,s,poul,sur,ment,surpoulment,target,s,0.0,1,e,i,surpoulmint,1
prédésintronablement,prédésintronablement,ppprss,ppp,ss,tron,pré_dés_in,able_ment,prédésintronablement,target,s,0.0,2,l,n,prédésintronabnement,0
surc,purc,r,,,surc,,,surc,control,r,,0,s,p,purc,1
érpernicib,érpernicib,pppr,ppp,,cib,érp_er_ni,,érpernicib,control,r,,2,b,d,érpernicid,0
erniédlisnoileemsi,erniédlitnoileemsi,ppprsss,ppp,sss,lis,er_ni_éd,noi_le_emsi,erniédlisnoileemsi,control,r,,2,s,t,erniédlitnoileemsi,1
érperninasnoiletnem,érperninasnoiletnem,ppprsss,ppp,sss,nas,érp_er_ni,noi_le_tnem,érperninasnoiletnem,control,r,,0,n,l,érpernilasnoiletnem,0
erédluopeuqitnem,arédluopeuqitnem,pprss,pp,ss,luop,er_éd,euqi_tnem,erédluopeuqitnem,control,p,0.0,0,e,a,arédluopeuqitnem,1
sédninas,sédninas,ppr,pp,,nas,séd_ni,,sédninas,control,p,0.0,0,s,p,pédninas,0
bicionelment,bicionelment,rsss,,sss,bic,,ion_el_ment,bicionelment,target,r,,2,c,t,bitionelment,0
erniédliselbatnem,erniédlaselbatnem,ppprss,ppp,ss,lis,er_ni_éd,elba_tnem,erniédliselbatnem,control,r,,1,i,a,erniédlaselbatnem,1
repoulment,repoulment,prs,p,s,poul,re,ment,repoulment,target,r,,2,u,o,repoolment,0
ernirusrujelba,ernirusrujelba,ppprs,ppp,s,ruj,er_ni_rus,elba,ernirusrujelba,control,p,2.0,0,r,n,erninusrujelba,0
redécommentaire,redécommentaire,pprss,pp,ss,com,re_dé,ment_aire,redécommentaire,target,s,1.0,0,a,u,redécommentuire,0
reindépoulmentaire,neindépoulmentaire,ppprss,ppp,ss,poul,re_in_dé,ment_aire,reindépoulmentaire,target,p,0.0,0,r,n,neindépoulmentaire,1
érpnisuosfabtna,érpnisuosfaqtna,ppprs,ppp,s,fab,érp_ni_suos,tna,érpnisuosfabtna,control,r,,2,b,q,érpnisuosfaqtna,1
préreinbic,préreinbic,pppr,ppp,,bic,pré_re_in,,préreinbic,target,p,1.0,0,r,l,préleinbic,0
préinsousreimant,préinsousreimant,ppprs,ppp,s,reim,pré_in_sous,ant,préinsousreimant,target,r,,1,e,u,préinsousruimant,0
cort,cort,r,,,cort,,,cort,target,r,,3,t,v,corv,0
dirant,dirans,rs,,s,dir,,ant,dirant,target,s,0.0,2,t,s,dirans,1
érpernikal,érpernikan,pppr,ppp,,kal,érp_er_ni,,érpernikal,control,r,,2,l,n,érpernikan,1
nitoid,nitoid,pr,p,,toid,ni,,nitoid,control,r,,2,i,e,nitoed,0
nirusnas,nirasnas,ppr,pp,,nas,ni_rus,,nirusnas,control,p,1.0,1,u,a,nirasnas,1
ertrecnoiletnem,emtrecnoiletnem,prsss,p,sss,trec,er,noi_le_tnem,ertrecnoiletnem,control,p,0.0,1,r,m,emtrecnoiletnem,1
erridnoiletnem,elridnoiletnem,prsss,p,sss,rid,er,noi_le_tnem,erridnoiletnem,control,p,0.0,1,r,l,elridnoiletnem,1
reindécertablement,reindécertabrement,ppprss,ppp,ss,cert,re_in_dé,able_ment,reindécertablement,target,s,0.0,2,l,r,reindécertabrement,1
reindécortalité,reindécortalité,ppprss,ppp,ss,cort,re_in_dé,al_ité,reindécortalité,target,s,1.0,1,t,p,reindécortalipé,0
ruslémtnem,roslémtnem,prs,p,s,lém,rus,tnem,ruslémtnem,control,p,0.0,1,u,o,roslémtnem,1
erédrujnoiletnem,erédrujnoiletnem,pprsss,pp,sss,ruj,er_éd,noi_le_tnem,erédrujnoiletnem,control,r,,0,r,n,erédnujnoiletnem,0
erédliselbatnem,eredliselbatnem,pprss,pp,ss,lis,er_éd,elba_tnem,erédliselbatnem,control,p,1.0,0,é,e,eredliselbatnem,1
reinsurjaunant,reinsurjaunamt,ppprs,ppp,s,jaun,re_in_sur,ant,reinsurjaunant,target,s,0.0,1,n,m,reinsurjaunamt,1
lakable,lakable,rs,,s,lak,,able,lakable,target,r,,0,l,j,jakable,0
erédridnoieria,erédridnoieria,pprss,pp,ss,rid,er_éd,noi_eria,erédridnoieria,control,r,,0,r,n,erédnidnoieria,0
inintercort,inintersort,ppr,pp,,cort,in_inter,,inintercort,target,r,,0,c,s,inintersort,1
erédfableéti,erédfableuti,pprss,pp,ss,fab,er_éd,le_éti,erédfableéti,control,s,1.0,0,é,u,erédfableuti,1
ernirussnal,ernirussnal,pppr,ppp,,snal,er_ni_rus,,ernirussnal,control,r,,1,n,m,ernirussmal,0
ridnoile,ridnoile,rss,,ss,rid,,noi_le,ridnoile,control,s,0.0,2,i,a,ridnoale,0
mièriquement,mièriquament,rss,,ss,mièr,,ique_ment,mièriquement,target,s,0.0,3,e,a,mièriquament,1
remièr,remièr,pr,p,,mièr,re,,remièr,target,r,,1,i,u,remuèr,0
ernorttnaleetsi,ernorttnaleetsi,prsss,p,sss,nort,er,tna_le_etsi,ernorttnaleetsi,control,r,,3,t,d,ernordtnaleetsi,0
insurmièranteliste,insurmièrantelisde,pprsss,pp,sss,mièr,in_sur,ant_el_iste,insurmièranteliste,target,s,2.0,2,t,d,insurmièrantelisde,1
débic,débih,pr,p,,bic,dé,,débic,target,r,,2,c,h,débih,1
ertrat,ertrat,pr,p,,trat,er,,ertrat,control,r,,0,t,p,erprat,0
erlém,erlém,pr,p,,lém,er,,erlém,control,r,,2,m,l,erlél,0
klemion,knemion,rs,,s,klem,,ion,klemion,target,r,,1,l,n,knemion,1
reinsurbicablement,reinsurbicablement,ppprss,ppp,ss,bic,re_in_sur,able_ment,reinsurbicablement,target,r,,0,b,c,reinsurcicablement,0
lansiquement,lajsiquement,rss,,ss,lans,,ique_ment,lansiquement,target,r,,2,n,j,lajsiquement,1
vérpelbatnem,vérpelbatnem,rss,,ss,vérp,,elba_tnem,vérpelbatnem,control,r,,1,é,o,vorpelbatnem,0
reindésananteliste,reindésananteliste,ppprsss,ppp,sss,san,re_in_dé,ant_el_iste,reindésananteliste,target,r,,0,s,t,reindétananteliste,0
erédsurc,emédsurc,ppr,pp,,surc,er_éd,,erédsurc,control,p,0.0,1,r,m,emédsurc,1
reindéklem,reindéklem,pppr,ppp,,klem,re_in_dé,,reindéklem,target,r,,0,k,p,reindéplem,0
aidnortnoileéti,aidnortnoileéti,prsss,p,sss,nort,aid,noi_le_éti,aidnortnoileéti,control,s,2.0,0,é,i,aidnortnoileiti,0
reinsurtartal,reinsurtartol,ppprs,ppp,s,tart,re_in_sur,al,reinsurtartal,target,s,0.0,0,a,o,reinsurtartol,1
préreinsilionel,préreinsilionel,ppprss,ppp,ss,sil,pré_re_in,ion_el,préreinsilionel,target,s,0.0,0,i,a,préreinsilaonel,0
érpernisnalnoiletnem,érpernisnalnoiletnem,ppprsss,ppp,sss,snal,érp_er_ni,noi_le_tnem,érpernisnalnoiletnem,control,p,1.0,1,r,n,érpennisnalnoiletnem,0
indémélionelité,incémélionelité,pprsss,pp,sss,mél,in_dé,ion_el_ité,indémélionelité,target,p,1.0,0,d,c,incémélionelité,1
indétronanteliste,indétronanteliste,pprsss,pp,sss,tron,in_dé,ant_el_iste,indétronanteliste,target,r,,0,t,s,indésronanteliste,0
lansionelment,nansionelment,rsss,,sss,lans,,ion_el_ment,lansionelment,target,r,,0,l,n,nansionelment,1
édtroctnaleetsi,edtroctnaleetsi,prsss,p,sss,troc,éd,tna_le_etsi,édtroctnaleetsi,control,p,0.0,0,é,e,edtroctnaleetsi,1
érpernimiernoieria,érpernimiernoieria,ppprss,ppp,ss,mier,érp_er_ni,noi_eria,érpernimiernoieria,control,s,1.0,3,a,i,érpernimiernoierii,0
ernitoid,ernitoit,ppr,pp,,toid,er_ni,,ernitoid,control,r,,3,d,t,ernitoit,1
reinmaitent,reinmaetent,pprs,pp,s,mait,re_in,ent,reinmaitent,target,r,,2,i,e,reinmaetent,1
reindétuélionelment,reindétuélionenment,ppprsss,ppp,sss,tuél,re_in_dé,ion_el_ment,reindétuélionelment,target,s,1.0,1,l,n,reindétuélionenment,1
snalnoi,snalnoi,rs,,s,snal,,noi,snalnoi,control,s,0.0,0,n,l,snalloi,0
niédtiobnoileemsi,niédtiobloileemsi,pprsss,pp,sss,tiob,ni_éd,noi_le_emsi,niédtiobnoileemsi,control,s,0.0,0,n,l,niédtiobloileemsi,1
prérebour,préreboul,ppr,pp,,bour,pré_re,,prérebour,target,r,,3,r,l,préreboul,1
préredir,préredar,ppr,pp,,dir,pré_re,,préredir,target,r,,1,i,a,préredar,1
insoucort,insoucort,ppr,pp,,cort,in_sou,,insoucort,target,r,,0,c,t,insoutort,0
erédtrat,erédtrat,ppr,pp,,trat,er_éd,,erédtrat,control,r,,0,t,d,eréddrat,0
désintuélenteliste,désinteélenteliste,pprsss,pp,sss,tuél,dés_in,ent_el_iste,désintuélenteliste,target,r,,1,u,e,désinteélenteliste,1
cortionelisme,corsionelisme,rsss,,sss,cort,,ion_el_isme,cortionelisme,target,r,,3,t,s,corsionelisme,1
redébiciquement,redébiciquement,pprss,pp,ss,bic,re_dé,ique_ment,redébiciquement,target,s,1.0,0,m,r,redébiciquerent,0
détaisenteliste,cétaisenteliste,prsss,p,sss,tais,dé,ent_el_iste,détaisenteliste,target,p,0.0,0,d,c,cétaisenteliste,1
lémnoi,mémnoi,rs,,s,lém,,noi,lémnoi,control,r,,0,l,m,mémnoi,1
prédésinsil,prédésinsim,pppr,ppp,,sil,pré_dés_in,,prédésinsil,target,r,,2,l,m,prédésinsim,1
blôtionelité,blôtionelité,rsss,,sss,blôt,,ion_el_ité,blôtionelité,target,s,1.0,1,l,r,blôtionerité,0
prév,prév,r,,,prév,,,prév,target,r,,2,é,u,pruv,0
érpsédnimoc,érpsédnimog,pppr,ppp,,moc,érp_séd_ni,,érpsédnimoc,control,r,,2,c,g,érpsédnimog,1
diotionelment,diotionelment,rsss,,sss,diot,,ion_el_ment,diotionelment,target,s,0.0,2,n,m,diotiomelment,0
erniédlém,erniédlém,pppr,ppp,,lém,er_ni_éd,,erniédlém,control,p,2.0,1,d,t,erniétlém,0
erédlisnoileéti,urédlisnoileéti,pprsss,pp,sss,lis,er_éd,noi_le_éti,erédlisnoileéti,control,p,0.0,0,e,u,urédlisnoileéti,1
rusneliftnemeria,rusreliftnemeria,pprss,pp,ss,lif,rus_ne,tnem_eria,rusneliftnemeria,control,p,1.0,0,n,r,rusreliftnemeria,1
préretronanteliste,préretronanteliste,pprsss,pp,sss,tron,pré_re,ant_el_iste,préretronanteliste,target,p,0.0,1,r,n,pnéretronanteliste,0
niruslistnaleetsi,niruslustnaleetsi,pprsss,pp,sss,lis,ni_rus,tna_le_etsi,niruslistnaleetsi,control,r,,1,i,u,niruslustnaleetsi,1
