first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
prédésindiot,prédésindiot,pppr,ppp,,diot,pré_dés_in,,prédésindiot,target,r,,3,t,d,prédésindiod,0
siatla,siatla,rs,,s,siat,,la,siatla,control,s,0.0,0,l,m,siatma,0
érpertoidtnemeria,érpertoidtlemeria,pprss,pp,ss,toid,érp_er,tnem_eria,érpertoidtnemeria,control,s,0.0,1,n,l,érpertoidtlemeria,1
fabtna,fibtna,rs,,s,fab,,tna,fabtna,control,r,,1,a,i,fibtna,1
préredir,préreder,ppr,pp,,dir,pré_re,,préredir,target,r,,1,i,e,préreder,1
préreinfoirablement,préreinfeirablement,ppprss,ppp,ss,foir,pré_re_in,able_ment,préreinfoirablement,target,r,,1,o,e,préreinfeirablement,1
érpertiob,érpertiob,ppr,pp,,tiob,érp_er,,érpertiob,control,p,1.0,0,e,è,érpèrtiob,0
niédluoptneleetsi,niédluovtneleetsi,pprsss,pp,sss,luop,ni_éd,tne_le_etsi,niédluoptneleetsi,control,r,,3,p,v,niédluovtneleetsi,1
ruobnoileemsi,ruobnoileemsi,rsss,,sss,ruob,,noi_le_emsi,ruobnoileemsi,control,s,1.0,1,e,a,ruobnoilaemsi,0
érpertrocnoiletnem,érpertrocnoiletnem,pprsss,pp,sss,troc,érp_er,noi_le_tnem,érpertrocnoiletnem,control,r,,3,c,h,érpertrohnoiletnem,0
ersurceuqitnem,ersurceuqitnem,prss,p,ss,surc,er,euqi_tnem,ersurceuqitnem,control,p,0.0,0,e,é,érsurceuqitnem,0
erniédtoid,erniédtoid,pppr,ppp,,toid,er_ni_éd,,erniédtoid,control,p,0.0,1,r,n,enniédtoid,0
tuélenteliste,tuélenteliste,rsss,,sss,tuél,,ent_el_iste,tuélenteliste,target,r,,2,é,e,tuelenteliste,0
reindétartalité,reindétartalité,ppprss,ppp,ss,tart,re_in_dé,al_ité,reindétartalité,target,r,,3,t,s,reindétarsalité,0
enbafment,enbafmenc,prs,p,s,baf,en,ment,enbafment,target,s,0.0,3,t,c,enbafmenc,1
reindésanionelisme,reinsésanionelisme,ppprsss,ppp,sss,san,re_in_dé,ion_el_isme,reindésanionelisme,target,p,2.0,0,d,s,reinsésanionelisme,1
érpernilisnoileéti,érpennilisnoileéti,ppprsss,ppp,sss,lis,érp_er_ni,noi_le_éti,érpernilisnoileéti,control,p,1.0,1,r,n,érpennilisnoileéti,1
ernirussnal,ernirussnal,pppr,ppp,,snal,er_ni_rus,,ernirussnal,control,r,,2,a,è,ernirussnèl,0
