first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
redéreim,redéreim,ppr,pp,,reim,re_dé,,redéreim,target,r,,3,m,l,redéreil,0
ernirusruobtneleetsi,ernirusruobtneleetsi,ppprsss,ppp,sss,ruob,er_ni_rus,tne_le_etsi,ernirusruobtneleetsi,control,p,2.0,1,u,o,ernirosruobtneleetsi,0
niuosriof,niuosjiof,ppr,pp,,riof,ni_uos,,niuosriof,control,r,,0,r,j,niuosjiof,1
préreinbicionelité,préreinbicionelité,ppprsss,ppp,sss,bic,pré_re_in,ion_el_ité,préreinbicionelité,target,r,,0,b,s,préreinsicionelité,0
nerèiméti,nerèiméti,prs,p,s,rèim,ne,éti,nerèiméti,control,s,0.0,1,t,s,nerèimési,0
érpédlisrue,érpédlivrue,pprs,pp,s,lis,érp_éd,rue,érpédlisrue,control,r,,2,s,v,érpédlivrue,1
reindéklemanteliste,reindéklemanteliste,ppprsss,ppp,sss,klem,re_in_dé,ant_el_iste,reindéklemanteliste,target,p,1.0,0,i,a,reandéklemanteliste,0
erruj,erruj,pr,p,,ruj,er,,erruj,control,r,,1,u,e,errej,0
erniédridelbatnem,ernuédridelbatnem,ppprss,ppp,ss,rid,er_ni_éd,elba_tnem,erniédridelbatnem,control,p,1.0,1,i,u,ernuédridelbatnem,1
reinsurreimité,reinsurreimité,ppprs,ppp,s,reim,re_in_sur,ité,reinsurreimité,target,r,,2,i,e,reinsurreemité,0
reinsurjaun,reinsurjaun,pppr,ppp,,jaun,re_in_sur,,reinsurjaun,target,p,0.0,1,e,u,ruinsurjaun,0
tiamtnaleetsi,tiamtnaleetsi,rsss,,sss,tiam,,tna_le_etsi,tiamtnaleetsi,control,r,,0,t,s,siamtnaleetsi,0
reinsurcrusionel,reinsurcnusionel,ppprss,ppp,ss,crus,re_in_sur,ion_el,reinsurcrusionel,target,r,,1,r,n,reinsurcnusionel,1
nefab,nefap,pr,p,,fab,ne,,nefab,control,r,,2,b,p,nefap,1
ernitiob,ernitiob,ppr,pp,,tiob,er_ni,,ernitiob,control,r,,3,b,t,ernitiot,0
erniédrioftnaleetsi,erniédrioftnaleetsu,ppprsss,ppp,sss,riof,er_ni_éd,tna_le_etsi,erniédrioftnaleetsi,control,s,2.0,3,i,u,erniédrioftnaleetsu,1
reimistique,reimistique,rss,,ss,reim,,ist_ique,reimistique,target,s,0.0,0,i,a,reimastique,0
erruobelbatnem,erruobelbatnem,prss,p,ss,ruob,er,elba_tnem,erruobelbatnem,control,p,0.0,0,e,u,urruobelbatnem,0
erniédridtnemeria,erniédridtnemeria,ppprss,ppp,ss,rid,er_ni_éd,tnem_eria,erniédridtnemeria,control,r,,0,r,n,erniédnidtnemeria,0
rejaunité,rejaunitu,prs,p,s,jaun,re,ité,rejaunité,target,s,0.0,2,é,u,rejaunitu,1
nirusnastnem,nirusnastnem,pprs,pp,s,nas,ni_rus,tnem,nirusnastnem,control,r,,1,a,e,nirusnestnem,0
mier,mier,r,,,mier,,,mier,control,r,,1,i,o,moer,0
préreindiotiquement,préreindiotiquemént,ppprss,ppp,ss,diot,pré_re_in,ique_ment,préreindiotiquement,target,s,1.0,1,e,é,préreindiotiquemént,1
cibtnem,cihtnem,rs,,s,cib,,tnem,cibtnem,control,r,,2,b,h,cihtnem,1
enfilmentaire,ejfilmentaire,prss,p,ss,fil,en,ment_aire,enfilmentaire,target,p,0.0,1,n,j,ejfilmentaire,1
prévalisme,prévalisme,rss,,ss,prév,,al_isme,prévalisme,target,s,1.0,2,m,r,prévalisre,0
siattneleetsi,siattneloetsi,rsss,,sss,siat,,tne_le_etsi,siattneleetsi,control,s,1.0,1,e,o,siattneloetsi,1
erniédtiam,àrniédtiam,pppr,ppp,,tiam,er_ni_éd,,erniédtiam,control,p,0.0,0,e,à,àrniédtiam,1
erniédtiamtne,erniédtiamtme,ppprs,ppp,s,tiam,er_ni_éd,tne,erniédtiamtne,control,s,0.0,1,n,m,erniédtiamtme,1
erniédtrecnoiletnem,erniédtrecnoiletnem,ppprsss,ppp,sss,trec,er_ni_éd,noi_le_tnem,erniédtrecnoiletnem,control,r,,0,t,s,erniédsrecnoiletnem,0
redir,redir,pr,p,,dir,re,,redir,target,r,,0,d,g,regir,0
redécrusionelment,redécrusionerment,pprsss,pp,sss,crus,re_dé,ion_el_ment,redécrusionelment,target,s,1.0,1,l,r,redécrusionerment,1
ernicib,ernocib,ppr,pp,,cib,er_ni,,ernicib,control,p,1.0,1,i,o,ernocib,1
retaisionelment,retaisionenment,prsss,p,sss,tais,re,ion_el_ment,retaisionelment,target,s,1.0,1,l,n,retaisionenment,1
ernirusriof,ernirusriof,pppr,ppp,,riof,er_ni_rus,,ernirusriof,control,p,2.0,1,u,e,erniresriof,0
ernirustrectnem,erniruscrectnem,ppprs,ppp,s,trec,er_ni_rus,tnem,ernirustrectnem,control,r,,0,t,c,erniruscrectnem,1
mocnoiletnem,mucnoiletnem,rsss,,sss,moc,,noi_le_tnem,mocnoiletnem,control,r,,1,o,u,mucnoiletnem,1
nortnoile,nurtnoile,rss,,ss,nort,,noi_le,nortnoile,control,r,,1,o,u,nurtnoile,1
recertment,recertmunt,prs,p,s,cert,re,ment,recertment,target,s,0.0,1,e,u,recertmunt,1
reindécomment,reindécomment,ppprs,ppp,s,com,re_in_dé,ment,reindécomment,target,p,2.0,0,d,p,reinpécomment,0
érpertrocnoi,érpertrocnoi,pprs,pp,s,troc,érp_er,noi,érpertrocnoi,control,p,1.0,1,r,l,érpeltrocnoi,0
indésanent,indésanent,pprs,pp,s,san,in_dé,ent,indésanent,target,r,,2,n,l,indésalent,0
reinmièrenteliste,reenmièrenteliste,pprsss,pp,sss,mièr,re_in,ent_el_iste,reinmièrenteliste,target,p,1.0,0,i,e,reenmièrenteliste,1
érperrèimnoileéti,érperrèimnoileéti,pprsss,pp,sss,rèim,érp_er,noi_le_éti,érperrèimnoileéti,control,s,0.0,1,o,e,érperrèimneileéti,0
bafionel,befionel,rss,,ss,baf,,ion_el,bafionel,target,r,,1,a,e,befionel,1
préreprév,sréreprév,ppr,pp,,prév,pré_re,,préreprév,target,p,0.0,0,p,s,sréreprév,1
toidtnaleetsi,toidtraleetsi,rsss,,sss,toid,,tna_le_etsi,toidtnaleetsi,control,s,0.0,1,n,r,toidtraleetsi,1
siattnaleetsi,siattnalaetsi,rsss,,sss,siat,,tna_le_etsi,siattnaleetsi,control,s,1.0,1,e,a,siattnalaetsi,1
russnal,russnal,pr,p,,snal,rus,,russnal,control,r,,0,s,p,ruspnal,0
reindéprévionelment,reildéprévionelment,ppprsss,ppp,sss,prév,re_in_dé,ion_el_ment,reindéprévionelment,target,p,1.0,1,n,l,reildéprévionelment,1
édlémnoileéti,édlémnoileéti,prsss,p,sss,lém,éd,noi_le_éti,édlémnoileéti,control,r,,2,m,r,édlérnoileéti,0
snalrue,snalrue,rs,,s,snal,,rue,snalrue,control,s,0.0,2,e,u,snalruu,0
comité,comité,rs,,s,com,,ité,comité,target,s,0.0,1,t,d,comidé,0
ernimiertneleetsi,arnimiertneleetsi,pprsss,pp,sss,mier,er_ni,tne_le_etsi,ernimiertneleetsi,control,p,0.0,0,e,a,arnimiertneleetsi,1
enklem,enklem,pr,p,,klem,en,,enklem,target,p,0.0,1,n,m,emklem,0
nerujelba,nerujelba,prs,p,s,ruj,ne,elba,nerujelba,control,s,0.0,1,l,n,nerujenba,0
désilent,désilent,prs,p,s,sil,dé,ent,désilent,target,p,0.0,1,é,o,dosilent,0
inbouriquement,inbouriquement,prss,p,ss,bour,in,ique_ment,inbouriquement,target,r,,3,r,l,inbouliquement,0
ernitiob,erjitiob,ppr,pp,,tiob,er_ni,,ernitiob,control,p,1.0,0,n,j,erjitiob,1
reinjurment,reinjurment,pprs,pp,s,jur,re_in,ment,reinjurment,target,s,0.0,3,t,c,reinjurmenc,0
érpercibtnemeria,érpercibtnemeria,pprss,pp,ss,cib,érp_er,tnem_eria,érpercibtnemeria,control,s,0.0,1,n,r,érpercibtremeria,0
reinsurboit,reinsurboit,pppr,ppp,,boit,re_in_sur,,reinsurboit,target,p,1.0,0,i,u,reunsurboit,0
érpernas,érpernas,ppr,pp,,nas,érp_er,,érpernas,control,r,,0,n,r,érperras,0
édkaleuqitnem,édkaleuqitnem,prss,p,ss,kal,éd,euqi_tnem,édkaleuqitnem,control,p,0.0,0,é,u,udkaleuqitnem,0
reinreimmentaire,reunreimmentaire,pprss,pp,ss,reim,re_in,ment_aire,reinreimmentaire,target,p,1.0,0,i,u,reunreimmentaire,1
