first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
érperruobnoileéti,érperruobnoileéti,pprsss,pp,sss,ruob,érp_er,noi_le_éti,érperruobnoileéti,control,s,1.0,1,e,u,érperruobnoiluéti,0
incertionelment,incertionalment,prsss,p,sss,cert,in,ion_el_ment,incertionelment,target,s,1.0,0,e,a,incertionalment,1
érpernasnoiletnem,érpernasnoiletnem,pprsss,pp,sss,nas,érp_er,noi_le_tnem,érpernasnoiletnem,control,p,0.0,1,r,n,énpernasnoiletnem,0
insurtronionelité,insurtronionelité,pprsss,pp,sss,tron,in_sur,ion_el_ité,insurtronionelité,target,r,,0,t,s,insursronionelité,0
érpsédnirèim,érpsédnirèim,pppr,ppp,,rèim,érp_séd_ni,,érpsédnirèim,control,r,,1,è,u,érpsédniruim,0
reindémièr,reirdémièr,pppr,ppp,,mièr,re_in_dé,,reindémièr,target,p,1.0,1,n,r,reirdémièr,1
crusanteliste,crusalteliste,rsss,,sss,crus,,ant_el_iste,crusanteliste,target,s,0.0,1,n,l,crusalteliste,1
reinsurcrus,reinsurcrus,pppr,ppp,,crus,re_in_sur,,reinsurcrus,target,p,2.0,0,s,c,reincurcrus,0
lakanteliste,lakarteliste,rsss,,sss,lak,,ant_el_iste,lakanteliste,target,s,0.0,1,n,r,lakarteliste,1
nisiat,nisiat,pr,p,,siat,ni,,nisiat,control,r,,2,a,e,nisiet,0
désinpoulionel,désinpoumionel,pprss,pp,ss,poul,dés_in,ion_el,désinpoulionel,target,r,,3,l,m,désinpoumionel,1
indédirenteliste,indédirenteliste,pprsss,pp,sss,dir,in_dé,ent_el_iste,indédirenteliste,target,s,2.0,0,i,e,indédirenteleste,0
tartenteliste,tartenteliste,rsss,,sss,tart,,ent_el_iste,tartenteliste,target,s,1.0,0,e,i,tartentiliste,0
reimelité,reemelité,rss,,ss,reim,,el_ité,reimelité,target,r,,2,i,e,reemelité,1
ernirusrujelba,ernirusrujelba,ppprs,ppp,s,ruj,er_ni_rus,elba,ernirusrujelba,control,s,0.0,1,l,m,ernirusrujemba,0
erléuttne,erméuttne,prs,p,s,léut,er,tne,erléuttne,control,r,,0,l,m,erméuttne,1
rujtnaleetsi,rujtnaleetsi,rsss,,sss,ruj,,tna_le_etsi,rujtnaleetsi,control,s,0.0,2,a,u,rujtnuleetsi,0
érpsédnifabelbatnem,érpsédnifabelbatnem,ppprss,ppp,ss,fab,érp_séd_ni,elba_tnem,érpsédnifabelbatnem,control,r,,2,b,h,érpsédnifahelbatnem,0
tartion,tartion,rs,,s,tart,,ion,tartion,target,s,0.0,1,o,i,tartiin,0
reklem,reklem,pr,p,,klem,re,,reklem,target,r,,0,k,t,retlem,0
nas,nas,r,,,nas,,,nas,control,r,,1,a,e,nes,0
erédluopelba,erésluopelba,pprs,pp,s,luop,er_éd,elba,erédluopelba,control,p,1.0,1,d,s,erésluopelba,1
préreinlak,prémeinlak,pppr,ppp,,lak,pré_re_in,,préreinlak,target,p,1.0,0,r,m,prémeinlak,1
lémnoiletnem,lémnoiletnem,rsss,,sss,lém,,noi_le_tnem,lémnoiletnem,control,r,,0,l,n,némnoiletnem,0
taisant,taisant,rs,,s,tais,,ant,taisant,target,r,,1,a,e,teisant,0
redéfil,ridéfil,ppr,pp,,fil,re_dé,,redéfil,target,p,0.0,1,e,i,ridéfil,1
ernortla,emnortla,prs,p,s,nort,er,la,ernortla,control,p,0.0,1,r,m,emnortla,1
érpertoidéti,érpertoidéti,pprs,pp,s,toid,érp_er,éti,érpertoidéti,control,p,0.0,1,r,n,énpertoidéti,0
reintuélmentaire,reintuélmentaire,pprss,pp,ss,tuél,re_in,ment_aire,reintuélmentaire,target,r,,3,l,n,reintuénmentaire,0
netrec,retrec,pr,p,,trec,ne,,netrec,control,p,0.0,0,n,r,retrec,1
ridelbatnem,ridelbatrem,rss,,ss,rid,,elba_tnem,ridelbatnem,control,s,1.0,1,n,r,ridelbatrem,1
ertiobtnemeria,artiobtnemeria,prss,p,ss,tiob,er,tnem_eria,ertiobtnemeria,control,p,0.0,0,e,a,artiobtnemeria,1
inblôt,enblôt,pr,p,,blôt,in,,inblôt,target,p,0.0,0,i,e,enblôt,1
