first,second,condition,prefix_template,suffix_template,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
exnadicality,exnadicality,prsss,p,sss,nad,ex,ic_al_ity,exnadicality,target,r,,0,n,r,exradicality,0
perbodantally,perbodantally,prsss,p,sss,bod,per,ant_al_ly,perbodantally,target,s,1.0,1,l,m,perbodantamly,0
inbokionalism,inbohionalism,prsss,p,sss,bok,in,ion_al_ism,inbokionalism,target,r,,2,k,h,inbohionalism,1
unreconclatal,unreconclatay,ppprs,ppp,s,clat,un_re_con,al,unreconclatal,target,s,0.0,1,l,y,unreconclatay,1
edertok,edertek,ppr,pp,,tok,ed_er,,edertok,control,r,,1,o,e,edertek,1
unreconkam,umreconkam,pppr,ppp,,kam,un_re_con,,unreconkam,target,p,0.0,1,n,m,umreconkam,1
nitrihecilbayti,nitrihecilbayti,prsss,p,sss,trih,ni,eci_lba_yti,nitrihecilbayti,control,s,1.0,1,b,t,nitriheciltayti,0
nuernoctayn,nuernoctayn,ppprs,ppp,s,tay,nu_er_noc,n,nuernoctayn,control,r,,1,a,e,nuernocteyn,0
bussegiyl,bussegiyl,prss,p,ss,seg,bus,i_yl,bussegiyl,control,s,0.0,0,i,o,bussegoyl,0
preremadorier,preremadorier,pprss,pp,ss,mador,pre_re,i_er,preremadorier,target,p,1.0,1,e,o,preromadorier,0
nuernocmewelba,nuernocmiwelba,ppprs,ppp,s,mew,nu_er_noc,elba,nuernocmewelba,control,r,,1,e,i,nuernocmiwelba,1
ernoflsuoiyl,ennoflsuoiyl,prss,p,ss,nofl,er,suoi_yl,ernoflsuoiyl,control,p,0.0,1,r,n,ennoflsuoiyl,1
simanurdeti,simanurdeti,pprs,pp,s,nurd,sim_a,eti,simanurdeti,control,r,,0,n,l,simalurdeti,0
unfullarby,unfullarby,pprs,pp,s,larb,un_ful,y,unfullarby,target,p,1.0,1,u,e,unfellarby,0
ederfolilre,edeyfolilre,pprss,pp,ss,fol,ed_er,il_re,ederfolilre,control,p,1.0,1,r,y,edeyfolilre,1
unprenadmentalize,unprenadmentalize,pprsss,pp,sss,nad,un_pre,ment_al_ize,unprenadmentalize,target,r,,0,n,m,unpremadmentalize,0
nuernocwrogcilayti,nuernocwrogcijayti,ppprsss,ppp,sss,wrog,nu_er_noc,ci_la_yti,nuernocwrogcilayti,control,s,1.0,0,l,j,nuernocwrogcijayti,1
nomnere,nomnere,rss,,ss,nom,,ne_re,nomnere,control,r,,2,m,n,nonnere,0
nuernocwrogtnemlayl,nuernocwrogtwemlayl,ppprsss,ppp,sss,wrog,nu_er_noc,tnem_la_yl,nuernocwrogtnemlayl,control,s,0.0,1,n,w,nuernocwrogtwemlayl,1
nikubn,nekubn,prs,p,s,kub,ni,n,nikubn,control,p,0.0,1,i,e,nekubn,1
erpurebeviyl,erporebeviyl,pprss,pp,ss,reb,er_pu,evi_yl,erpurebeviyl,control,p,1.0,1,u,o,erporebeviyl,1
heedosely,heedosely,rss,,ss,heed,,ose_ly,heedosely,target,r,,3,d,k,heekosely,0
reupzurmively,reupzurmively,pprss,pp,ss,zurm,re_up,ive_ly,reupzurmively,target,r,,3,m,r,reupzurrively,0
rebcilayl,rebcilayl,rsss,,sss,reb,,ci_la_yl,rebcilayl,control,r,,0,r,w,webcilayl,0
uninterchaniast,uninterchaniast,pprs,pp,s,chan,un_inter,iast,uninterchaniast,target,r,,2,a,e,unintercheniast,0
rehirtiously,rehirtiously,prss,p,ss,hirt,re,ious_ly,rehirtiously,target,p,0.0,0,r,y,yehirtiously,0
unreconyarb,unrecowyarb,pppr,ppp,,yarb,un_re_con,,unreconyarb,target,p,2.0,2,n,w,unrecowyarb,1
congloc,congloc,pr,p,,gloc,con,,congloc,target,r,,3,c,g,conglog,0
keirtlessness,kiirtlessness,rsss,,sss,keir,,t_less_ness,keirtlessness,target,r,,1,e,i,kiirtlessness,1
nuernocwrognoi,nuernocwrognoi,ppprs,ppp,s,wrog,nu_er_noc,noi,nuernocwrognoi,control,s,0.0,2,i,u,nuernocwrognou,0
misafenite,risafenite,pprs,pp,s,fen,mis_a,ite,misafenite,target,p,0.0,0,m,r,risafenite,1
inneezion,inneuzion,prs,p,s,neez,in,ion,inneezion,target,r,,2,e,u,inneuzion,1
nizeenlucarayl,nizeenlucarayr,prsss,p,sss,zeen,ni,luca_ra_yl,nizeenlucarayl,control,s,2.0,1,l,r,nizeenlucarayr,1
disinsanorship,disinsanorship,pprss,pp,ss,san,dis_in,or_ship,disinsanorship,target,s,1.0,1,h,b,disinsanorsbip,0
mikubemosssen,mikubemosssen,prss,p,ss,kub,mi,emos_ssen,mikubemosssen,control,s,1.0,1,s,h,mikubemosshen,0
arulogelbassen,aralogelbassen,prss,p,ss,rulog,a,elba_ssen,arulogelbassen,control,r,,1,u,a,aralogelbassen,1
nuernoclewtnemlayl,nuernoclewtnemlayl,ppprsss,ppp,sss,lew,nu_er_noc,tnem_la_yl,nuernoclewtnemlayl,control,s,2.0,0,y,r,nuernoclewtnemlarl,0
artnitsawecilbayl,artnitsawecilbayl,prsss,p,sss,tsaw,artni,eci_lba_yl,artnitsawecilbayl,control,p,0.0,3,n,w,artwitsawecilbayl,0
nebuat,nebeat,pr,p,,buat,ne,,nebuat,control,r,,1,u,e,nebeat,1
yawitnem,yawitwem,rs,,s,yawi,,tnem,yawitnem,control,s,0.0,1,n,w,yawitwem,1
glocion,glocion,rs,,s,gloc,,ion,glocion,target,r,,0,g,s,slocion,0
nuernocmewecilbayl,nuernocmewecilbayy,ppprsss,ppp,sss,mew,nu_er_noc,eci_lba_yl,nuernocmewecilbayl,control,s,2.0,1,l,y,nuernocmewecilbayy,1
nuernocnasy,nuernocnasm,ppprs,ppp,s,nas,nu_er_noc,y,nuernocnasy,control,s,0.0,0,y,m,nuernocnasm,1
subbrasily,susbrasily,prss,p,ss,bras,sub,i_ly,subbrasily,target,p,0.0,2,b,s,susbrasily,1
erlorissen,emlorissen,prss,p,ss,lor,er,i_ssen,erlorissen,control,p,0.0,1,r,m,emlorissen,1
suiway,suiway,pr,p,,iway,su,,suiway,target,r,,1,w,m,suimay,0
xecolgcilayti,hecolgcilayti,prsss,p,sss,colg,xe,ci_la_yti,xecolgcilayti,control,p,0.0,0,x,h,hecolgcilayti,1
wert,werh,r,,,wert,,,wert,control,r,,3,t,h,werh,1
reconkamful,reconkamful,pprs,pp,s,kam,re_con,ful,reconkamful,target,s,0.0,2,l,r,reconkamfur,0
nuernocrulog,nuernocmulog,pppr,ppp,,rulog,nu_er_noc,,nuernocrulog,control,r,,0,r,m,nuernocmulog,1
ernibrayecilbayti,ernibrayecilbayti,pprsss,pp,sss,bray,er_ni,eci_lba_yti,ernibrayecilbayti,control,s,0.0,2,i,u,ernibrayeculbayti,0
nuernoccolgnai,nuernoccomgnai,ppprs,ppp,s,colg,nu_er_noc,nai,nuernoccolgnai,control,r,,2,l,m,nuernoccomgnai,1
nuernoctay,nuemnoctay,pppr,ppp,,tay,nu_er_noc,,nuernoctay,control,p,1.0,1,r,m,nuemnoctay,1
unperzurmant,unperzurmant,pprs,pp,s,zurm,un_per,ant,unperzurmant,target,r,,2,r,m,unperzummant,0
disflonern,disflonern,prs,p,s,flon,dis,ern,disflonern,target,s,0.0,2,n,m,disflonerm,0
emruzitse,emruzithe,prss,p,ss,mruz,e,i_tse,emruzitse,control,s,1.0,1,s,h,emruzithe,1
unilof,unilof,pr,p,,lof,uni,,unilof,target,p,0.0,2,i,a,unalof,0
nad,nod,r,,,nad,,,nad,target,r,,1,a,o,nod,1
misidtektsselyl,misidtektsselyl,pprsss,pp,sss,tek,mi_sid,t_ssel_yl,misidtektsselyl,control,s,1.0,0,s,h,misidtekthselyl,0
yawitissen,yawitessen,rsss,,sss,yawi,,t_i_ssen,yawitissen,control,s,1.0,0,i,e,yawitessen,1
nuernocsallufssen,nuernocsillufssen,ppprss,ppp,ss,sal,nu_er_noc,luf_ssen,nuernocsallufssen,control,r,,1,a,i,nuernocsillufssen,1
nuernocdanlbay,nuernocdanlbay,ppprss,ppp,ss,dan,nu_er_noc,lba_y,nuernocdanlbay,control,r,,2,n,m,nuernocdamlbay,0
resusley,resusloy,ppr,pp,,ley,re_sus,,resusley,target,r,,1,e,o,resusloy,1
repusniser,repusnisel,ppr,pp,,ser,repus_ni,,repusniser,control,r,,2,r,l,repusnisel,1
nikobla,nikebla,prs,p,s,kob,ni,la,nikobla,control,r,,1,o,e,nikebla,1
unpredruniceablness,unpredruniceablness,pprsss,pp,sss,drun,un_pre,ice_abl_ness,unpredruniceablness,target,r,,3,n,m,unpredrumiceablness,0
reinitraberurally,reinitraberurally,pprsss,pp,sss,ber,re_initra,ur_al_ly,reinitraberurally,target,s,1.0,0,a,i,reinitraberurilly,0
bukmentally,bukmentalry,rsss,,sss,buk,,ment_al_ly,bukmentally,target,s,2.0,0,l,r,bukmentalry,1
erpulorreitse,elpulorreitse,pprsss,pp,sss,lor,er_pu,re_i_tse,erpulorreitse,control,p,0.0,1,r,l,elpulorreitse,1
chantlessly,chantlessly,rsss,,sss,chan,,t_less_ly,chantlessly,target,r,,3,n,r,chartlessly,0
lewtnalayl,lewtnalayl,rsss,,sss,lew,,tna_la_yl,lewtnalayl,control,s,0.0,1,n,r,lewtralayl,0
nahcyti,nahcyti,rs,,s,nahc,,yti,nahcyti,control,s,0.0,2,i,e,nahcyte,0
interchanly,intershanly,prs,p,s,chan,inter,ly,interchanly,target,r,,0,c,s,intershanly,1
cuzlayl,cuzlall,rss,,ss,cuz,,la_yl,cuzlayl,control,s,1.0,0,y,l,cuzlall,1
