"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","file_id","fKeyMeansCorrect","ID","responses","final_height_px","final_width_px","scale_factor","view_history","type","first","second","same_key","different_key","answer","gap_duration","second_stim_duration","post_trial_gap","first_stim_duration","prompt","correct","response","encoding_time","condition","root","prefixes","suffixes","word","target_type","error_to_which_morpheme","i_morpheme","i_within_morpheme","target_letter_before_error","letter_after_error","error_word","is_error","wordlength"
"3895.2999997138977","external-consent.html","external-html","0","3929","0.0-0.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7845.800000190735","","survey-dropdown","1","11779","0.0-1.0","stimuli/15.csv","true","f6kdnnkaf2","{""Q0"":""24"",""Q1"":""Ba""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","resize","2","16503","0.0-2.0","stimuli/15.csv","true","f6kdnnkaf2","","","329","0.9748148148148148","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3439.2999997138977","","instructions","3","19943","0.0-3.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","[{""page_index"":0,""viewing_time"":3438.699999809265}]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"223.2000002861023","","same-different-html","4","22770","0.0-4.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","same-different-html","decra","debra","f","j","different","1000","2000","500","null","null","true","74","661.2999997138977","","","","","","","","","","","","","",""
"621.9000000953674","","same-different-html","5","26389","0.0-5.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","same-different-html","redemerment","redeyerment","f","j","different","1000","2000","500","null","null","true","74","1255.5","pprs","mer","re_de","ment","redemerment","target","r","","0","m","y","redeyerment","1","11"
"628.0999999046326","","same-different-html","6","30033","0.0-6.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","same-different-html","nuremcilayl","nuremcilayl","f","j","same","1000","2000","500","null","null","true","70","1319.8999996185303","prsss","rem","nu","ci_la_yl","nuremcilayl","control","p","0.0","1","u","a","naremcilayl","0","11"
"565.5999999046326","","same-different-html","7","33037","0.0-7.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","same-different-html","genlasit","genwasit","f","j","different","1000","2000","500","null","null","true","74","622.3000001907349","rss","gen","","la_sit","genlasit","control","s","0.0","0","l","w","genwasit","1","8"
"505.7999997138977","","same-different-html","8","35888","0.0-8.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","same-different-html","unlonational","unlonational","f","j","same","1000","2000","500","null","null","false","74","607.5999999046326","prsss","lon","un","at_ion_al","unlonational","target","p","0.0","0","u","e","enlonational","0","12"
"569.2000002861023","","same-different-html","9","38838","0.0-9.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","same-different-html","overtaun","ovirtaun","f","j","different","1000","2000","500","null","null","true","74","608.3000001907349","pr","taun","over","","overtaun","target","p","0.0","2","e","i","ovirtaun","1","8"
"589.8000001907349","","same-different-html","10","41756","0.0-10.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","same-different-html","otutrig","otutrig","f","j","same","1000","2000","500","null","null","true","70","602.5","pr","trig","otu","","otutrig","control","p","0.0","0","o","i","itutrig","0","7"
"506.59999990463257","","same-different-html","11","44539","0.0-11.0","stimuli/15.csv","true","f6kdnnkaf2","","","","","","same-different-html","tuskrip","tuskrip","f","j","same","1000","2000","500","null","null","true","70","497.59999990463257","r_long","tuskrip","","","tuskrip","control","r","","1","u","a","taskrip","0","7"
